region,country,type_group,n_objects,share_within_region
Asia,China,Aerophone-Blow Hole-end-blown flute (vertical),8,0.0007063393960798164
Asia,China,Aerophone-Blow Hole-side-blown flute (transverse),6,0.0005297545470598623
Asia,China,Aerophone-Blow Hole-vessel flute,5,0.0004414621225498852
Asia,China,Aerophone-Free Reed-mouth organ,2,0.0001765848490199541
Asia,China,Aerophone-Lip Vibrated-horn,2,0.0001765848490199541
Asia,China,Aerophone-Lip Vibrated-trumpet / trombone,10,0.0008829242450997704
Asia,China,Aerophone-Reed Vibrated-double reed,8,0.0007063393960798164
Asia,China,Aerophone-Whistle Flute-whistle,15,0.0013243863676496556
Asia,China,Arms and Armor,20,0.0017658484901995409
Asia,China,Bound Volume,6,0.0005297545470598623
Asia,China,Calligraphy,10,0.0008829242450997704
Asia,China,Ceramic,697,0.061539819883454
Asia,China,Ceramics,1,8.829242450997704e-05
Asia,China,Chordophone-Lute-bowed-unfretted,12,0.0010595090941197245
Asia,China,Chordophone-Lute-plucked-fretted,8,0.0007063393960798164
Asia,China,Chordophone-Lute-plucked-unfretted,6,0.0005297545470598623
Asia,China,Chordophone-Musical Bow,1,8.829242450997704e-05
Asia,China,Chordophone-Zither-bowed,1,8.829242450997704e-05
Asia,China,Chordophone-Zither-plucked,1,8.829242450997704e-05
Asia,China,Chordophone-Zither-plucked-long zither,7,0.0006180469715698393
Asia,China,Chordophone-Zither-struck-dulcimer,6,0.0005297545470598623
Asia,China,Codices,4,0.0003531696980399082
Asia,China,Codices|(not assigned),1,8.829242450997704e-05
Asia,China,Coins,1,8.829242450997704e-05
Asia,China,Decorative Art,236,0.020837012184354582
Asia,China,Drawings,3,0.00026487727352993113
Asia,China,Embroidery,34,0.0030019424333392196
Asia,China,Enamel,22,0.0019424333392194949
Asia,China,Furniture and woodwork,24,0.002119018188239449
Asia,China,Garment,54,0.00476779092353876
Asia,China,Glass,105,0.009270704573547589
Asia,China,Glyptic,1,8.829242450997704e-05
Asia,China,Idiophone-Concussion,10,0.0008829242450997704
Asia,China,Idiophone-Plucked / Depressed,1,8.829242450997704e-05
Asia,China,Idiophone-Scraped,1,8.829242450997704e-05
Asia,China,Idiophone-Shaken-crotal bell,2,0.0001765848490199541
Asia,China,Idiophone-Shaken-rattle,4,0.0003531696980399082
Asia,China,Idiophone-Struck,2,0.0001765848490199541
Asia,China,Idiophone-Struck-bar-stone,2,0.0001765848490199541
Asia,China,Idiophone-Struck-bell,4,0.0003531696980399082
Asia,China,Idiophone-Struck-bell-clapper,8,0.0007063393960798164
Asia,China,Idiophone-Struck-bell-without clapper,14,0.0012360939431396785
Asia,China,Idiophone-Struck-gong,9,0.0007946318205897933
Asia,China,Idiophone-Struck-slit drum,3,0.00026487727352993113
Asia,China,Ivory,20,0.0017658484901995409
Asia,China,Jade,220,0.01942433339219495
Asia,China,Jewelry,84,0.007416563658838072
Asia,China,Lacquer,46,0.004061451527458944
Asia,China,Membranophone-double-headed / barrel drum,4,0.0003531696980399082
Asia,China,Membranophone-double-headed / cylindrical drum,1,8.829242450997704e-05
Asia,China,Membranophone-double-headed / frame drum,6,0.0005297545470598623
Asia,China,Membranophone-double-headed / waisted drum,1,8.829242450997704e-05
Asia,China,Membranophone-single-headed / barrel drum,2,0.0001765848490199541
Asia,China,Membranophone-single-headed / cylindro-conical,1,8.829242450997704e-05
Asia,China,Membranophone-single-headed / frame drum,4,0.0003531696980399082
Asia,China,Membranophone-single-headed / kettle drum,1,8.829242450997704e-05
Asia,China,Metal,2,0.0001765848490199541
Asia,China,Metalwork,245,0.021631644004944377
Asia,China,Miscellaneous,97,0.008564365177467774
Asia,China,Mixed Media,5,0.0004414621225498852
Asia,China,Musical Instrument,8,0.0007063393960798164
Asia,China,Painting,595,0.05253399258343634
Asia,China,Photographs,73,0.0064453469892283245
Asia,China,Prints,210,0.018541409147095178
Asia,China,Rock crystal,3,0.00026487727352993113
Asia,China,Sculpture,139,0.01227264700688681
Asia,China,Silver,6,0.0005297545470598623
Asia,China,Stone,28,0.002472187886279357
Asia,China,Tapestry,3,0.00026487727352993113
Asia,China,Textile,164,0.014479957619636235
Asia,China,Textiles-Rugs,2,0.0001765848490199541
Asia,China,Velvet,8,0.0007063393960798164
Asia,China,Wood,22,0.0019424333392194949
Asia,China,Works on Paper,21,0.001854140914709518
Asia,India,Accessory,1,8.829242450997704e-05
Asia,India,Accessory-Foot and Leg wear-Menswear,1,8.829242450997704e-05
Asia,India,Accessory-Headwear,1,8.829242450997704e-05
Asia,India,Accessory-Jewelry,1,8.829242450997704e-05
Asia,India,Aerophone-Blow Hole-end-blown flute (vertical),2,0.0001765848490199541
Asia,India,Aerophone-Blow Hole-side-blown flute (transverse),6,0.0005297545470598623
Asia,India,Aerophone-Free Reed-harmonium,1,8.829242450997704e-05
Asia,India,Aerophone-Lip Vibrated,2,0.0001765848490199541
Asia,India,Aerophone-Lip Vibrated-horn,1,8.829242450997704e-05
Asia,India,Aerophone-Lip Vibrated-trumpet / trombone,11,0.0009712166696097474
Asia,India,Aerophone-Reed Vibrated,2,0.0001765848490199541
Asia,India,Aerophone-Reed Vibrated-bagpipe,2,0.0001765848490199541
Asia,India,Aerophone-Reed Vibrated-double reed,8,0.0007063393960798164
Asia,India,Aerophone-Reed Vibrated-pipe,1,8.829242450997704e-05
Asia,India,Aerophone-Reed Vibrated-single reed cylindrical,4,0.0003531696980399082
Asia,India,Aerophone-Whistle Flute-flageolet,5,0.0004414621225498852
Asia,India,Arms and Armor,39,0.003443404555889105
Asia,India,Basketry-Ornaments,1,8.829242450997704e-05
Asia,India,Beads-Ornaments,6,0.0005297545470598623
Asia,India,Bound Volume,1,8.829242450997704e-05
Asia,India,Calligraphy,7,0.0006180469715698393
Asia,India,Carpet,5,0.0004414621225498852
Asia,India,Ceramic,5,0.0004414621225498852
Asia,India,Ceramics,1,8.829242450997704e-05
Asia,India,Ceramics-Tiles,1,8.829242450997704e-05
Asia,India,Chordophone,6,0.0005297545470598623
Asia,India,Chordophone-Lute,2,0.0001765848490199541
Asia,India,Chordophone-Lute-bowed-fretted,5,0.0004414621225498852
Asia,India,Chordophone-Lute-bowed-unfretted,11,0.0009712166696097474
Asia,India,Chordophone-Lute-plucked,4,0.0003531696980399082
Asia,India,Chordophone-Lute-plucked-fretted,34,0.0030019424333392196
Asia,India,Chordophone-Lute-plucked-unfretted,18,0.0015892636411795867
Asia,India,Chordophone-Musical Bow,2,0.0001765848490199541
Asia,India,Chordophone-Zither-plucked,4,0.0003531696980399082
Asia,India,Chordophone-Zither-plucked-tube,1,8.829242450997704e-05
Asia,India,Codices,420,0.037082818294190356
Asia,India,Codices|(not assigned),1,8.829242450997704e-05
Asia,India,Coins,36,0.0031785272823591734
Asia,India,Decorative Art,1,8.829242450997704e-05
Asia,India,Drawings,19,0.0016775560656895638
Asia,India,Embroidery,40,0.0035316969803990818
Asia,India,Enamel,3,0.00026487727352993113
Asia,India,Furniture and woodwork,1,8.829242450997704e-05
Asia,India,Gaming pieces,3,0.00026487727352993113
Asia,India,Garment,8,0.0007063393960798164
Asia,India,Glass,12,0.0010595090941197245
Asia,India,Idiophone,4,0.0003531696980399082
Asia,India,Idiophone-Concussion,9,0.0007946318205897933
Asia,India,Idiophone-Shaken-crotal bell,3,0.00026487727352993113
Asia,India,Idiophone-Shaken-jingle,1,8.829242450997704e-05
Asia,India,Idiophone-Shaken-rattle,4,0.0003531696980399082
Asia,India,Idiophone-Struck-bell,1,8.829242450997704e-05
Asia,India,Idiophone-Struck-bell-clapper,7,0.0006180469715698393
Asia,India,Idiophone-Struck-bell-without clapper,6,0.0005297545470598623
Asia,India,Ivories and Bone,9,0.0007946318205897933
Asia,India,Ivory,18,0.0015892636411795867
Asia,India,Jade,3,0.00026487727352993113
Asia,India,Jewelry,270,0.0238389546176938
Asia,India,Jewelry|Paintings,1,8.829242450997704e-05
Asia,India,Lacquer,3,0.00026487727352993113
Asia,India,Main dress,10,0.0008829242450997704
Asia,India,Main dress-Childrenswear,2,0.0001765848490199541
Asia,India,Main dress-Childrenswear-Boy's,2,0.0001765848490199541
Asia,India,Main dress-Menswear,16,0.0014126787921596327
Asia,India,Main dress-Womenswear,10,0.0008829242450997704
Asia,India,Manuscript,31,0.0027370651598092885
Asia,India,Membranophone-Mirliton,2,0.0001765848490199541
Asia,India,Membranophone-double-headed / barrel drum,7,0.0006180469715698393
Asia,India,Membranophone-double-headed / biconical drum,2,0.0001765848490199541
Asia,India,Membranophone-double-headed / conical drum,4,0.0003531696980399082
Asia,India,Membranophone-double-headed / cylindrical drum,3,0.00026487727352993113
Asia,India,Membranophone-double-headed / waisted drum,8,0.0007063393960798164
Asia,India,Membranophone-single-headed / barrel drum-friction,1,8.829242450997704e-05
Asia,India,Membranophone-single-headed / conical drum,2,0.0001765848490199541
Asia,India,Membranophone-single-headed / cylindro-conical,1,8.829242450997704e-05
Asia,India,Membranophone-single-headed / frame drum,4,0.0003531696980399082
Asia,India,Membranophone-single-headed / kettle drum,10,0.0008829242450997704
Asia,India,Metal,66,0.005827300017658485
Asia,India,Metal-Ornaments,3,0.00026487727352993113
Asia,India,Metal-Sculpture,1,8.829242450997704e-05
Asia,India,Metalwork,5,0.0004414621225498852
Asia,India,Mixed Media,1,8.829242450997704e-05
Asia,India,Musical Instrument,7,0.0006180469715698393
Asia,India,Outerwear-Menswear,1,8.829242450997704e-05
Asia,India,Painting,201,0.017746777326505387
Asia,India,Paintings,8,0.0007063393960798164
Asia,India,Photographs,148,0.013067278827476603
Asia,India,Prints,24,0.002119018188239449
Asia,India,Sculpture,67,0.005915592442168462
Asia,India,Shell-Ornaments,1,8.829242450997704e-05
Asia,India,Silver,1,8.829242450997704e-05
Asia,India,Stone,23,0.002030725763729472
Asia,India,Textile,217,0.019159456118665017
Asia,India,Textiles,34,0.0030019424333392196
Asia,India,Textiles-Brocades,25,0.002207310612749426
Asia,India,Textiles-Costumes,94,0.008299487903937842
Asia,India,Textiles-Embroidered,43,0.003796574253929013
Asia,India,Textiles-Painted,1,8.829242450997704e-05
Asia,India,Textiles-Painted and/or Printed,79,0.006975101536288187
Asia,India,Textiles-Rugs,21,0.001854140914709518
Asia,India,Textiles-Woven,114,0.010065336394137384
Asia,India,Velvet,7,0.0006180469715698393
Asia,India,Wood,24,0.002119018188239449
Asia,India,Wood-Ornaments,2,0.0001765848490199541
Asia,India,Wood-Sculpture,5,0.0004414621225498852
Asia,Japan,Accessory-Toys,2,0.0001765848490199541
Asia,Japan,Aerophone,1,8.829242450997704e-05
Asia,Japan,Aerophone-Accessories,1,8.829242450997704e-05
Asia,Japan,Aerophone-Blow Hole-end-blown flute (vertical),14,0.0012360939431396785
Asia,Japan,Aerophone-Blow Hole-panpipe,1,8.829242450997704e-05
Asia,Japan,Aerophone-Blow Hole-side-blown flute (transverse),10,0.0008829242450997704
Asia,Japan,Aerophone-Free Reed-mouth organ,6,0.0005297545470598623
Asia,Japan,Aerophone-Lip Vibrated-horn,1,8.829242450997704e-05
Asia,Japan,Aerophone-Lip Vibrated-trumpet / trombone,5,0.0004414621225498852
Asia,Japan,Aerophone-Reed Vibrated-double reed,6,0.0005297545470598623
Asia,Japan,Aerophone-Whistle Flute-flageolet,1,8.829242450997704e-05
Asia,Japan,Aerophone-Whistle Flute-whistle,5,0.0004414621225498852
Asia,Japan,Apparatus,1,8.829242450997704e-05
Asia,Japan,Arms and Armor,477,0.04211548649125905
Asia,Japan,Bound Volume,412,0.03637647889811054
Asia,Japan,Calligraphy,19,0.0016775560656895638
Asia,Japan,Ceramic,677,0.05977397139325446
Asia,Japan,Chordophone-Lute-bowed-unfretted,3,0.00026487727352993113
Asia,Japan,Chordophone-Lute-plucked-fretted,10,0.0008829242450997704
Asia,Japan,Chordophone-Lute-plucked-unfretted,6,0.0005297545470598623
Asia,Japan,Chordophone-Zither,3,0.00026487727352993113
Asia,Japan,Chordophone-Zither-bowed,1,8.829242450997704e-05
Asia,Japan,Chordophone-Zither-plucked-long zither,25,0.002207310612749426
Asia,Japan,Chordophone-Zither-struck-dulcimer,2,0.0001765848490199541
Asia,Japan,Coins,4,0.0003531696980399082
Asia,Japan,Decorative Art,1,8.829242450997704e-05
Asia,Japan,Drawings,143,0.012625816704926717
Asia,Japan,Embroidery,16,0.0014126787921596327
Asia,Japan,Enamel,34,0.0030019424333392196
Asia,Japan,Furniture and woodwork,1,8.829242450997704e-05
Asia,Japan,Garment,33,0.0029136500088292423
Asia,Japan,Glass,3,0.00026487727352993113
Asia,Japan,Idiophone,3,0.00026487727352993113
Asia,Japan,Idiophone-Concussion,7,0.0006180469715698393
Asia,Japan,Idiophone-Plucked / Depressed,1,8.829242450997704e-05
Asia,Japan,Idiophone-Scraped,1,8.829242450997704e-05
Asia,Japan,Idiophone-Shaken-crotal bell,15,0.0013243863676496556
Asia,Japan,Idiophone-Shaken-jingle,1,8.829242450997704e-05
Asia,Japan,Idiophone-Shaken-rattle,3,0.00026487727352993113
Asia,Japan,Idiophone-Struck,2,0.0001765848490199541
Asia,Japan,Idiophone-Struck-bar-metal,1,8.829242450997704e-05
Asia,Japan,Idiophone-Struck-bar-wood,1,8.829242450997704e-05
Asia,Japan,Idiophone-Struck-bell-clapper,4,0.0003531696980399082
Asia,Japan,Idiophone-Struck-bell-without clapper,20,0.0017658484901995409
Asia,Japan,Idiophone-Struck-gong,20,0.0017658484901995409
Asia,Japan,Idiophone-Struck-slit drum,6,0.0005297545470598623
Asia,Japan,Implements,10,0.0008829242450997704
Asia,Japan,Ivory,42,0.003708281829419036
Asia,Japan,Jewelry,1,8.829242450997704e-05
Asia,Japan,Lacquer,142,0.01253752428041674
Asia,Japan,Manuscript,16,0.0014126787921596327
Asia,Japan,Membranophone,2,0.0001765848490199541
Asia,Japan,Membranophone-double-headed / barrel drum,5,0.0004414621225498852
Asia,Japan,Membranophone-double-headed / conical drum,1,8.829242450997704e-05
Asia,Japan,Membranophone-double-headed / cylindrical drum,7,0.0006180469715698393
Asia,Japan,Membranophone-double-headed / frame drum,1,8.829242450997704e-05
Asia,Japan,Membranophone-double-headed / waisted drum,6,0.0005297545470598623
Asia,Japan,Membranophone-single-headed / conical drum,2,0.0001765848490199541
Asia,Japan,Membranophone-single-headed / frame drum,4,0.0003531696980399082
Asia,Japan,Metalwork,132,0.01165460003531697
Asia,Japan,Miscellaneous,51,0.00450291365000883
Asia,Japan,Mixed Media,2,0.0001765848490199541
Asia,Japan,Musical Instrument,11,0.0009712166696097474
Asia,Japan,Netsuke,13,0.0011478015186297016
Asia,Japan,Painting,500,0.04414621225498852
Asia,Japan,Photographs,148,0.013067278827476603
Asia,Japan,Plate,4,0.0003531696980399082
Asia,Japan,Portfolio,146,0.012890693978456649
Asia,Japan,Prints,1459,0.12881864736005652
Asia,Japan,Sculpture,113,0.009977043969627406
Asia,Japan,Stone,1,8.829242450997704e-05
Asia,Japan,Technical Material,2,0.0001765848490199541
Asia,Japan,Textile,129,0.01138972276178704
Asia,Japan,Time-based Media,5,0.0004414621225498852
Asia,Japan,Volume,1,8.829242450997704e-05
Asia,Japan,Wood,11,0.0009712166696097474
Asia,Japan,Woodblock,4,0.0003531696980399082
Asia,Korea,Aerophone-Blow Hole-end-blown flute (vertical),3,0.00026487727352993113
Asia,Korea,Aerophone-Blow Hole-panpipe,1,8.829242450997704e-05
Asia,Korea,Aerophone-Blow Hole-side-blown flute (transverse),3,0.00026487727352993113
Asia,Korea,Aerophone-Blow Hole-vessel flute,1,8.829242450997704e-05
Asia,Korea,Aerophone-Free Reed-mouth organ,1,8.829242450997704e-05
Asia,Korea,Aerophone-Lip Vibrated-trumpet / trombone,1,8.829242450997704e-05
Asia,Korea,Aerophone-Reed Vibrated-double reed,3,0.00026487727352993113
Asia,Korea,Arms and Armor,4,0.0003531696980399082
Asia,Korea,Bound Volume,1,8.829242450997704e-05
Asia,Korea,Calligraphy,1,8.829242450997704e-05
Asia,Korea,Ceramic,179,0.01580434398728589
Asia,Korea,Chordophone-Accessories-beater,1,8.829242450997704e-05
Asia,Korea,Chordophone-Accessories-plectrum,1,8.829242450997704e-05
Asia,Korea,Chordophone-Bowed,1,8.829242450997704e-05
Asia,Korea,Chordophone-Lute-bowed-unfretted,1,8.829242450997704e-05
Asia,Korea,Chordophone-Lute-plucked-fretted,1,8.829242450997704e-05
Asia,Korea,Chordophone-Zither-bowed,1,8.829242450997704e-05
Asia,Korea,Chordophone-Zither-plucked-long zither,4,0.0003531696980399082
Asia,Korea,Chordophone-Zither-struck-dulcimer,2,0.0001765848490199541
Asia,Korea,Drawings,8,0.0007063393960798164
Asia,Korea,Furniture and woodwork,2,0.0001765848490199541
Asia,Korea,Garment,11,0.0009712166696097474
Asia,Korea,Glass,22,0.0019424333392194949
Asia,Korea,Idiophone-Concussion,1,8.829242450997704e-05
Asia,Korea,Idiophone-Struck-bar-stone,1,8.829242450997704e-05
Asia,Korea,Idiophone-Struck-bell-clapper,1,8.829242450997704e-05
Asia,Korea,Idiophone-Struck-gong,2,0.0001765848490199541
Asia,Korea,Implements,3,0.00026487727352993113
Asia,Korea,Jewelry,12,0.0010595090941197245
Asia,Korea,Lacquer,3,0.00026487727352993113
Asia,Korea,Membranophone-double-headed / cylindrical drum,3,0.00026487727352993113
Asia,Korea,Membranophone-double-headed / frame drum,1,8.829242450997704e-05
Asia,Korea,Membranophone-double-headed / waisted drum,2,0.0001765848490199541
Asia,Korea,Metalwork,143,0.012625816704926717
Asia,Korea,Miscellaneous,4,0.0003531696980399082
Asia,Korea,Mixed Media,1,8.829242450997704e-05
Asia,Korea,Painting,62,0.005474130319618577
Asia,Korea,Prints,6,0.0005297545470598623
Asia,Korea,Sculpture,17,0.0015009712166696098
Asia,Korea,Textile,5,0.0004414621225498852
Asia,Korea,Time-based Media,2,0.0001765848490199541
Asia,Korea,Wood,3,0.00026487727352993113
Europe,France,Accessory,9,0.0001242493269828122
Europe,France,Aerophone,2,2.761096155173604e-05
Europe,France,Aerophone-Accessories,2,2.761096155173604e-05
Europe,France,Aerophone-Automatic,3,4.141644232760406e-05
Europe,France,Aerophone-Blow Hole-end-blown flute (vertical),3,4.141644232760406e-05
Europe,France,Aerophone-Blow Hole-panpipe,1,1.380548077586802e-05
Europe,France,Aerophone-Blow Hole-side-blown flute (transverse),24,0.0003313315386208325
Europe,France,Aerophone-Free Reed,2,2.761096155173604e-05
Europe,France,Aerophone-Free Reed-concertina / accordion,4,5.522192310347208e-05
Europe,France,Aerophone-Free Reed-harmonium,8,0.00011044384620694416
Europe,France,Aerophone-Free Reed-mouth organ,1,1.380548077586802e-05
Europe,France,Aerophone-Lip Vibrated,14,0.00019327673086215228
Europe,France,Aerophone-Lip Vibrated-horn,31,0.00042796990405190863
Europe,France,Aerophone-Lip Vibrated-trumpet / trombone,18,0.0002484986539656244
Europe,France,Aerophone-Organ,1,1.380548077586802e-05
Europe,France,Aerophone-Reed Vibrated-bagpipe,15,0.0002070822116380203
Europe,France,Aerophone-Reed Vibrated-double reed,32,0.0004417753848277766
Europe,France,Aerophone-Reed Vibrated-single reed conical,4,5.522192310347208e-05
Europe,France,Aerophone-Reed Vibrated-single reed cylindrical,20,0.0002761096155173604
Europe,France,Aerophone-Whistle Flute-flageolet,7,9.663836543107614e-05
Europe,France,Aerophone-Whistle Flute-recorder,1,1.380548077586802e-05
Europe,France,Apparatus,1,1.380548077586802e-05
Europe,France,Arms and Armor,21,0.0002899150962932284
Europe,France,Bound Volume,2001,0.027624767032511908
Europe,France,Calligraphy,1,1.380548077586802e-05
Europe,France,Carpet,3,4.141644232760406e-05
Europe,France,Ceramic,411,0.005674052598881756
Europe,France,Ceramics,2,2.761096155173604e-05
Europe,France,Ceramics-Pottery,1,1.380548077586802e-05
Europe,France,Chordophone,3,4.141644232760406e-05
Europe,France,Chordophone-Accessories-bow,15,0.0002070822116380203
Europe,France,Chordophone-Bowed keyboard,7,9.663836543107614e-05
Europe,France,Chordophone-Harp,12,0.00016566576931041624
Europe,France,Chordophone-Lute-bowed-fretted,10,0.0001380548077586802
Europe,France,Chordophone-Lute-bowed-unfretted,24,0.0003313315386208325
Europe,France,Chordophone-Lute-plucked,2,2.761096155173604e-05
Europe,France,Chordophone-Lute-plucked-fretted,18,0.0002484986539656244
Europe,France,Chordophone-Zither-plucked,4,5.522192310347208e-05
Europe,France,Chordophone-Zither-plucked-harpsichord,2,2.761096155173604e-05
Europe,France,Chordophone-Zither-plucked-spinet,1,1.380548077586802e-05
Europe,France,Chordophone-Zither-struck,1,1.380548077586802e-05
Europe,France,Chordophone-Zither-struck-dulcimer,2,2.761096155173604e-05
Europe,France,Chordophone-Zither-struck-piano,2,2.761096155173604e-05
Europe,France,Coins,6,8.283288465520812e-05
Europe,France,Cosmetic Objects,1,1.380548077586802e-05
Europe,France,Decorative Art,112,0.0015462138468972182
Europe,France,Drawings,3244,0.044784979636915856
Europe,France,Embroidery,42,0.0005798301925864568
Europe,France,Enamel,39,0.0005384137502588527
Europe,France,Enamels-Basse taille,1,1.380548077586802e-05
Europe,France,Enamels-Champlevé,131,0.0018085179816387106
Europe,France,Enamels-Champlevé & Cloisonné,6,8.283288465520812e-05
Europe,France,Enamels-Painted,25,0.00034513701939670047
Europe,France,Enamels-Ronde Bosse,2,2.761096155173604e-05
Europe,France,Enamels-Translucent,2,2.761096155173604e-05
Europe,France,Enamels-Émail de plique,1,1.380548077586802e-05
Europe,France,Furniture and woodwork,207,0.0028577345206046803
Europe,France,Garment,6,8.283288465520812e-05
Europe,France,Glass,62,0.0008559398081038173
Europe,France,Glass-Stained,113,0.0015600193276730863
Europe,France,Glyptic,1,1.380548077586802e-05
Europe,France,Idiophone,1,1.380548077586802e-05
Europe,France,Idiophone-Accessories,1,1.380548077586802e-05
Europe,France,Idiophone-Scraped,1,1.380548077586802e-05
Europe,France,Idiophone-Shaken,4,5.522192310347208e-05
Europe,France,Idiophone-Struck-bar-wood,1,1.380548077586802e-05
Europe,France,Idiophone-Struck-bell,5,6.90274038793401e-05
Europe,France,Idiophone-Struck-bell-clapper,13,0.00017947125008628426
Europe,France,Idiophone-Struck-bell-without clapper,1,1.380548077586802e-05
Europe,France,Installations,29,0.00040035894250017254
Europe,France,Ivories,27,0.0003727479809484365
Europe,France,Ivories-Elephant,20,0.0002761096155173604
Europe,France,Ivories|Ivories-Whale,1,1.380548077586802e-05
Europe,France,Ivory,11,0.00015186028853454822
Europe,France,Jewelry,30,0.0004141644232760406
Europe,France,Lace,139,0.0019189618278456547
Europe,France,Lapidary Work-Crystal,1,1.380548077586802e-05
Europe,France,Leather,2,2.761096155173604e-05
Europe,France,Leatherwork,1,1.380548077586802e-05
Europe,France,Leatherwork|Books and book bindings|Manuscripts and Illuminations,1,1.380548077586802e-05
Europe,France,Lithographic Stone,1,1.380548077586802e-05
Europe,France,Manuscript,87,0.0012010768275005177
Europe,France,Manuscripts and Illuminations,22,0.00030372057706909645
Europe,France,Membranophone-Mirliton,1,1.380548077586802e-05
Europe,France,Membranophone-double-headed / barrel drum,1,1.380548077586802e-05
Europe,France,Metalwork,529,0.007303099330434182
Europe,France,Metalwork-Copper,6,8.283288465520812e-05
Europe,France,Metalwork-Copper alloy,19,0.00026230413474149237
Europe,France,Metalwork-Copper alloy|Medals and Plaquettes,3,4.141644232760406e-05
Europe,France,Metalwork-Gold,2,2.761096155173604e-05
Europe,France,Metalwork-Iron,9,0.0001242493269828122
Europe,France,Metalwork-Lead,2,2.761096155173604e-05
Europe,France,Metalwork-Silver,10,0.0001380548077586802
Europe,France,Metalwork-Silver|Medals,1,1.380548077586802e-05
Europe,France,Miniature,2,2.761096155173604e-05
Europe,France,Miscellaneous,69,0.0009525781735348933
Europe,France,Mixed Media,4,5.522192310347208e-05
Europe,France,Musical Instrument,7,9.663836543107614e-05
Europe,France,Musical instruments,2,2.761096155173604e-05
Europe,France,Painting,1161,0.016028163180782772
Europe,France,Paintings,1,1.380548077586802e-05
Europe,France,Paintings-Panels,2,2.761096155173604e-05
Europe,France,Photographs,1024,0.014136812314488852
Europe,France,Plaque,2,2.761096155173604e-05
Europe,France,Plate,9,0.0001242493269828122
Europe,France,Portfolio,1161,0.016028163180782772
Europe,France,Portrait Miniature,38,0.0005246082694829847
Europe,France,Prints,21122,0.2915993649478843
Europe,France,Reproductions-Sculpture,3,4.141644232760406e-05
Europe,France,Sampler,2,2.761096155173604e-05
Europe,France,Sculpture,935,0.012908124525436599
Europe,France,Sculpture-Architectural,237,0.0032718989438807206
Europe,France,Sculpture-Architectural-Stone,6,8.283288465520812e-05
Europe,France,Sculpture-Architectural|Sculpture-Marble,23,0.00031752605784496444
Europe,France,Sculpture-Architectural|Sculpture-Stone|Sculpture-Alabaster,1,1.380548077586802e-05
Europe,France,Sculpture-Bronze|Sculpture-Marble,1,1.380548077586802e-05
Europe,France,Sculpture-Miniature-Wood,1,1.380548077586802e-05
Europe,France,Sculpture-Plaster,1,1.380548077586802e-05
Europe,France,Sculpture-Stone,45,0.0006212466349140609
Europe,France,Sculpture-Stone|Sculpture-Alabaster,2,2.761096155173604e-05
Europe,France,Sculpture-Stone|Sculpture-Architectural,1,1.380548077586802e-05
Europe,France,Sculpture-Wood,12,0.00016566576931041624
Europe,France,Silver,44,0.0006074411541381929
Europe,France,Stone,1,1.380548077586802e-05
Europe,France,Tapestry,21,0.0002899150962932284
Europe,France,Technical Material,31,0.00042796990405190863
Europe,France,Textile,214,0.0029543728860357563
Europe,France,Time-based Media,1,1.380548077586802e-05
Europe,France,Tool,4,5.522192310347208e-05
Europe,France,Velvet,19,0.00026230413474149237
Europe,France,Volume,783,0.01080969144750466
Europe,France,Wood,3,4.141644232760406e-05
Europe,France,Woodblock,4,5.522192310347208e-05
Europe,France,Woodwork-Architectural,38,0.0005246082694829847
Europe,France,Woodwork-Furniture,5,6.90274038793401e-05
Europe,France,Woodwork-Lacquer,1,1.380548077586802e-05
Europe,France,Works on Paper,4,5.522192310347208e-05
Europe,Germany,Accessory,13,0.00017947125008628426
Europe,Germany,Aerophone,1,1.380548077586802e-05
Europe,Germany,Aerophone-Accessories,3,4.141644232760406e-05
Europe,Germany,Aerophone-Automatic,1,1.380548077586802e-05
Europe,Germany,Aerophone-Blow Hole-side-blown flute (transverse),28,0.00038655346172430455
Europe,Germany,Aerophone-Blow Hole-vessel flute,1,1.380548077586802e-05
Europe,Germany,Aerophone-Free Reed,1,1.380548077586802e-05
Europe,Germany,Aerophone-Free Reed-concertina / accordion,1,1.380548077586802e-05
Europe,Germany,Aerophone-Free Reed-harmonium,2,2.761096155173604e-05
Europe,Germany,Aerophone-Free Reed-mouth organ,6,8.283288465520812e-05
Europe,Germany,Aerophone-Lip Vibrated,9,0.0001242493269828122
Europe,Germany,Aerophone-Lip Vibrated-horn,22,0.00030372057706909645
Europe,Germany,Aerophone-Lip Vibrated-trumpet / trombone,9,0.0001242493269828122
Europe,Germany,Aerophone-Organ,5,6.90274038793401e-05
Europe,Germany,Aerophone-Organ|Paintings,1,1.380548077586802e-05
Europe,Germany,Aerophone-Reed Vibrated-double reed,19,0.00026230413474149237
Europe,Germany,Aerophone-Reed Vibrated-single reed conical,1,1.380548077586802e-05
Europe,Germany,Aerophone-Reed Vibrated-single reed cylindrical,12,0.00016566576931041624
Europe,Germany,Aerophone-Whistle Flute-flageolet,2,2.761096155173604e-05
Europe,Germany,Aerophone-Whistle Flute-recorder,9,0.0001242493269828122
Europe,Germany,Aerophone-Whistle Flute-vessel flute,2,2.761096155173604e-05
Europe,Germany,Arms and Armor,223,0.0030786222130185685
Europe,Germany,Bone,18,0.0002484986539656244
Europe,Germany,Bound Volume,141,0.0019465727893973907
Europe,Germany,Ceramic,144,0.001987989231724995
Europe,Germany,Ceramics,2,2.761096155173604e-05
