region,country,type_group,n_objects,share_within_region
Unknown,Russia,Accessory-Foot and Leg wear-Womenswear,2,4.3178825104168914e-05
Unknown,Russia,Accessory-Waist-Menswear,1,2.1589412552084457e-05
Unknown,Russia,Aerophone-Blow Hole-end-blown flute (vertical),1,2.1589412552084457e-05
Unknown,Russia,Aerophone-Free Reed-concertina / accordion,2,4.3178825104168914e-05
Unknown,Russia,Aerophone-Lip Vibrated-horn,11,0.00023748353807292904
Unknown,Russia,Aerophone-Whistle Flute-recorder,4,8.635765020833783e-05
Unknown,Russia,Bound Volume,9,0.0001943047129687601
Unknown,Russia,Ceramic,12,0.0002590729506250135
Unknown,Russia,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Russia,Chordophone-Lute-plucked,1,2.1589412552084457e-05
Unknown,Russia,Chordophone-Lute-plucked-fretted,8,0.00017271530041667566
Unknown,Russia,Chordophone-Lute-plucked-unfretted,3,6.476823765625337e-05
Unknown,Russia,Chordophone-Zither-plucked,4,8.635765020833783e-05
Unknown,Russia,Drawings,5,0.0001079470627604223
Unknown,Russia,Embroidery,8,0.00017271530041667566
Unknown,Russia,Enamel,2,4.3178825104168914e-05
Unknown,Russia,Glass,1,2.1589412552084457e-05
Unknown,Russia,Idiophone,1,2.1589412552084457e-05
Unknown,Russia,Idiophone-Plucked / Depressed,1,2.1589412552084457e-05
Unknown,Russia,Idiophone-Shaken,1,2.1589412552084457e-05
Unknown,Russia,Idiophone-Shaken-jingle,1,2.1589412552084457e-05
Unknown,Russia,Idiophone-Struck-bell,3,6.476823765625337e-05
Unknown,Russia,Idiophone-Struck-bell-clapper,31,0.0006692717891146182
Unknown,Russia,Idiophone-Struck-bell-without clapper,3,6.476823765625337e-05
Unknown,Russia,Ivory,1,2.1589412552084457e-05
Unknown,Russia,Jewelry,11,0.00023748353807292904
Unknown,Russia,Lace,21,0.0004533776635937736
Unknown,Russia,Lacquer,1,2.1589412552084457e-05
Unknown,Russia,Main dress-Menswear,2,4.3178825104168914e-05
Unknown,Russia,Membranophone-double-headed / barrel drum,1,2.1589412552084457e-05
Unknown,Russia,Membranophone-double-headed / cylindro-conical,1,2.1589412552084457e-05
Unknown,Russia,Membranophone-single-headed / frame drum,1,2.1589412552084457e-05
Unknown,Russia,Metalwork,8,0.00017271530041667566
Unknown,Russia,Miniature,2,4.3178825104168914e-05
Unknown,Russia,Miscellaneous,92,0.0019862259547917703
Unknown,Russia,Mixed Media,1,2.1589412552084457e-05
Unknown,Russia,Outerwear-Womenswear,1,2.1589412552084457e-05
Unknown,Russia,Painting,7,0.0001511258878645912
Unknown,Russia,Photographs,175,0.00377814719661478
Unknown,Russia,Portfolio,1,2.1589412552084457e-05
Unknown,Russia,Portrait Miniature,8,0.00017271530041667566
Unknown,Russia,Prints,245,0.005289406075260692
Unknown,Russia,Rock crystal,1,2.1589412552084457e-05
Unknown,Russia,Silver,11,0.00023748353807292904
Unknown,Russia,Textile,3,6.476823765625337e-05
Unknown,Russia,Textiles-Costumes,1,2.1589412552084457e-05
Unknown,Russia,Timepiece,3,6.476823765625337e-05
Unknown,Russia (worked in France),Painting,2,4.3178825104168914e-05
Unknown,Russia ?,Lace,1,2.1589412552084457e-05
Unknown,Russia Federation,Aerophone-Reed Vibrated,1,2.1589412552084457e-05
Unknown,Russia or France,Embroidery,1,2.1589412552084457e-05
Unknown,Russia or Turkey,Metalwork,1,2.1589412552084457e-05
Unknown,Russia?,Idiophone-Struck-bell-clapper,3,6.476823765625337e-05
Unknown,Russian,Ceramic,1,2.1589412552084457e-05
Unknown,Russian,Decorative Art,1,2.1589412552084457e-05
Unknown,Russian,Drawings,38,0.0008203976769792094
Unknown,Russian,Glass,7,0.0001511258878645912
Unknown,Russian,Jewelry,1,2.1589412552084457e-05
Unknown,Russian,Painting,11,0.00023748353807292904
Unknown,Russian,Photographs,49,0.0010578812150521385
Unknown,Russian,Portfolio,219,0.004728081348906496
Unknown,Russian,Prints,252,0.005440531963125284
Unknown,Russian,Sculpture,6,0.00012953647531250675
Unknown,Russian,Silver,10,0.0002158941255208446
Unknown,Russian,Volume,12,0.0002590729506250135
Unknown,Russian Federation,Idiophone-Plucked / Depressed,1,2.1589412552084457e-05
Unknown,Russian|Northern France,Metalwork-Silver,1,2.1589412552084457e-05
Unknown,Rwanda,Basketry-Containers,2,4.3178825104168914e-05
Unknown,Rwanda,Textiles-Implements,1,2.1589412552084457e-05
Unknown,Rwanda or Burundi,Basketry,2,4.3178825104168914e-05
Unknown,Rwanda or Burundi,Basketry-Containers,1,2.1589412552084457e-05
Unknown,Rwanda or Burundi,Basketry-Sculpture,1,2.1589412552084457e-05
Unknown,Rwanda or Burundi,Textiles-Woven,1,2.1589412552084457e-05
Unknown,"S. Mali, e. Guinea or nw. Cote D’Ivoire",Chordophone-Harp,1,2.1589412552084457e-05
Unknown,"S. Mali, e. Guinea or nw. Cote D’Ivoire",Membranophone-single-headed / goblet drum,1,2.1589412552084457e-05
Unknown,Samoa,Barkcloth|Textiles,5,0.0001079470627604223
Unknown,Samoa,Photographs,2,4.3178825104168914e-05
Unknown,Samoa,Textiles,1,2.1589412552084457e-05
Unknown,Samoa,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Samoa,Wood-Containers,1,2.1589412552084457e-05
Unknown,Samoa,Wood-Implements,2,4.3178825104168914e-05
Unknown,Sarawak,Chordophone-Bowed,1,2.1589412552084457e-05
Unknown,Sarawak,Idiophone-Plucked / Depressed,2,4.3178825104168914e-05
Unknown,Sardinia,Sculpture,1,2.1589412552084457e-05
Unknown,Sarmato-Gothic,Jewelry,1,2.1589412552084457e-05
Unknown,Sasanian,Metalwork,1,2.1589412552084457e-05
Unknown,Saudi Arabia,Aerophone-Reed Vibrated-single reed cylindrical,1,2.1589412552084457e-05
Unknown,Saudi Arabia,Ceramics,114,0.0024611930309376283
Unknown,Saudi Arabia,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Saudi Arabia,Chordophone-Lute-plucked-unfretted,3,6.476823765625337e-05
Unknown,Saudi Arabia,Jewelry,3,6.476823765625337e-05
Unknown,Saudi Arabia,Main dress,2,4.3178825104168914e-05
Unknown,Saudi Arabia,Main dress-Menswear,2,4.3178825104168914e-05
Unknown,Saudi Arabia,Textiles-Costumes,1,2.1589412552084457e-05
Unknown,Saudi Arabia or Oman,Jewelry,1,2.1589412552084457e-05
Unknown,Saudi Arabia or Yemen,Accessory-Jewelry-Womenswear,1,2.1589412552084457e-05
Unknown,Scandanavia ?,Tool,1,2.1589412552084457e-05
Unknown,Scandinavia,Metalwork-Copper,1,2.1589412552084457e-05
Unknown,Scandinavia,Metalwork-Electrum,2,4.3178825104168914e-05
Unknown,Scandinavia (?),Arms and Armor,1,2.1589412552084457e-05
Unknown,Scandinavia (possibly Sweden),Textiles-Embroidered,1,2.1589412552084457e-05
Unknown,Scandinavia or Austria,Aerophone-Whistle Flute-recorder,1,2.1589412552084457e-05
Unknown,Scottish,Drawings,319,0.006887022604114942
Unknown,Scottish,Painting,15,0.0003238411882812669
Unknown,Scottish,Photographs,35,0.000755629439322956
Unknown,Scottish,Portfolio,6,0.00012953647531250675
Unknown,Scottish,Prints,959,0.020704246637448995
Unknown,Scottish,Technical Material,2,4.3178825104168914e-05
Unknown,Scottish,Volume,7,0.0001511258878645912
Unknown,Scottish | Unknown,Painting,1,2.1589412552084457e-05
Unknown,Scuola Merletti di Burano,Lace,1,2.1589412552084457e-05
Unknown,Seleucia,Jewelry,2,4.3178825104168914e-05
Unknown,Seljuk Iran,Ceramic,1,2.1589412552084457e-05
Unknown,Seljuk Iran,Manuscript,3,6.476823765625337e-05
Unknown,Senegal,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Senegal,Glass|Negatives,1,2.1589412552084457e-05
Unknown,Senegal,Negatives,3,6.476823765625337e-05
Unknown,Senegal,Negatives|Glass,2,4.3178825104168914e-05
Unknown,Senegal,Paper-Photographs,6,0.00012953647531250675
Unknown,Senegal,Photographs,1,2.1589412552084457e-05
Unknown,Senegal,Textiles,3,6.476823765625337e-05
Unknown,Senegal,Textiles-Dyed,2,4.3178825104168914e-05
Unknown,Senegal,Textiles-Woven,3,6.476823765625337e-05
Unknown,Senegambia,Chordophone-Harp,1,2.1589412552084457e-05
Unknown,Serbia,Ceramic,2,4.3178825104168914e-05
Unknown,Serbia,Chordophone-Bowed keyboard,1,2.1589412552084457e-05
Unknown,Serbia,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Serbia,Idiophone-Struck-bell-clapper,1,2.1589412552084457e-05
Unknown,Serbia (former Yugoslavia),Aerophone-Whistle Flute-whistle flute,1,2.1589412552084457e-05
Unknown,Serbian,Photographs,2,4.3178825104168914e-05
Unknown,Siam,Ceramic,14,0.0003022517757291824
Unknown,Siam,Jewelry,9,0.0001943047129687601
Unknown,Siam,Metalwork,8,0.00017271530041667566
Unknown,Siam (?),Jewelry,2,4.3178825104168914e-05
Unknown,Sicily or Italy,Ivories-Elephant,1,2.1589412552084457e-05
Unknown,Sicily(?),Sculpture,1,2.1589412552084457e-05
Unknown,Sierra Leone,Bone/Ivory-Containers,1,2.1589412552084457e-05
Unknown,Sierra Leone,Bone/Ivory-Implements,1,2.1589412552084457e-05
Unknown,Sierra Leone,Chordophone-Harp,2,4.3178825104168914e-05
Unknown,Sierra Leone,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Sierra Leone,Idiophone-Struck-slit drum,1,2.1589412552084457e-05
Unknown,Sierra Leone,Ivory|Ivory/Bone-Vessels,1,2.1589412552084457e-05
Unknown,Sierra Leone,Musical instruments|Ivories-Elephant|Ivory/Bone-Implements,1,2.1589412552084457e-05
Unknown,Sierra Leone,Stone-Sculpture,6,0.00012953647531250675
Unknown,Sierra Leone,Textiles,5,0.0001079470627604223
Unknown,Sierra Leone,Textiles-Costumes,3,6.476823765625337e-05
Unknown,Sierra Leone,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Sierra Leone,Textiles-Woven-Brocade,1,2.1589412552084457e-05
Unknown,Sierra Leone,Wood-Sculpture,9,0.0001943047129687601
Unknown,Sierra Leone or Mali,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Sierra Leone?,Membranophone-single-headed / goblet drum,1,2.1589412552084457e-05
Unknown,Silesia,Jewelry,3,6.476823765625337e-05
Unknown,Silesia (Southwestern Poland),Arms and Armor,3,6.476823765625337e-05
Unknown,Sino-Tibet,Painting,1,2.1589412552084457e-05
Unknown,Sino-Tibetan,Arms and Armor,1,2.1589412552084457e-05
Unknown,Sino-Tibetan,Metalwork,5,0.0001079470627604223
Unknown,Sino-Tibetan,Painting,2,4.3178825104168914e-05
Unknown,Slovak,Prints,8,0.00017271530041667566
Unknown,Slovakia,Aerophone-Whistle Flute-flageolet,1,2.1589412552084457e-05
Unknown,Slovenia,Aerophone-Reed Vibrated-single reed cylindrical,1,2.1589412552084457e-05
Unknown,Slovenian,Portfolio,1,2.1589412552084457e-05
Unknown,Slovenian,Prints,1,2.1589412552084457e-05
Unknown,Soghdia,Silver,1,2.1589412552084457e-05
Unknown,Solomon Islands,Aerophone-Blow Hole-end-blown flute (vertical),2,4.3178825104168914e-05
Unknown,Solomon Islands,Aerophone-Blow Hole-panpipe,8,0.00017271530041667566
Unknown,Solomon Islands,Aerophone-Lip Vibrated-trumpet / trombone,3,6.476823765625337e-05
Unknown,Solomon Islands,Bark-Sculpture,1,2.1589412552084457e-05
Unknown,Solomon Islands,Basketry-Implements,1,2.1589412552084457e-05
Unknown,Solomon Islands,Beads-Costumes,2,4.3178825104168914e-05
Unknown,Solomon Islands,Chordophone-Musical Bow,2,4.3178825104168914e-05
Unknown,Solomon Islands,Gourd-Containers,1,2.1589412552084457e-05
Unknown,Solomon Islands,Idiophone-Plucked / Depressed,1,2.1589412552084457e-05
Unknown,Solomon Islands,Plaster-Reproductions,3,6.476823765625337e-05
Unknown,Solomon Islands,Shell-Implements|Textiles-Non-Woven,1,2.1589412552084457e-05
Unknown,Solomon Islands,Shell-Ornaments,11,0.00023748353807292904
Unknown,Solomon Islands,Shell-Sculpture,2,4.3178825104168914e-05
Unknown,Solomon Islands,Shields,1,2.1589412552084457e-05
Unknown,Solomon Islands,Textiles-Non-Woven,1,2.1589412552084457e-05
Unknown,Solomon Islands,Wood-Architectural,1,2.1589412552084457e-05
Unknown,Solomon Islands,Wood-Containers,3,6.476823765625337e-05
Unknown,Solomon Islands,Wood-Furniture,1,2.1589412552084457e-05
Unknown,Solomon Islands,Wood-Implements,14,0.0003022517757291824
Unknown,Solomon Islands,Wood-Ornaments,1,2.1589412552084457e-05
Unknown,Solomon Islands,Wood-Sculpture,10,0.0002158941255208446
Unknown,Somalia,Basketry-Containers,1,2.1589412552084457e-05
Unknown,Somalia,Wood-Furniture,2,4.3178825104168914e-05
Unknown,Sothern Turkmenistan,Textiles-Rugs,1,2.1589412552084457e-05
Unknown,South Africa,Aerophone-Lip Vibrated-horn,3,6.476823765625337e-05
Unknown,South Africa,Aerophone-Lip Vibrated-trumpet / trombone,1,2.1589412552084457e-05
Unknown,South Africa,Basketry-Containers,2,4.3178825104168914e-05
Unknown,South Africa,Beads-Costumes,3,6.476823765625337e-05
Unknown,South Africa,Bone/Ivory-Containers,2,4.3178825104168914e-05
Unknown,South Africa,Chordophone-Musical Bow,4,8.635765020833783e-05
Unknown,South Africa,Hide-Containers,1,2.1589412552084457e-05
Unknown,South Africa,Idiophone-Shaken-rattle,1,2.1589412552084457e-05
Unknown,South Africa,Membranophone-single-headed / conical drum,2,4.3178825104168914e-05
Unknown,South Africa,Paper-Photographs,1,2.1589412552084457e-05
Unknown,South Africa,Photographs,7,0.0001511258878645912
Unknown,South Africa,Sculpture,1,2.1589412552084457e-05
Unknown,South Africa,Textiles-Beadwork,16,0.0003454306008333513
Unknown,South Africa,Textiles-Costumes,2,4.3178825104168914e-05
Unknown,South Africa,Textiles-Costumes-Accessories,1,2.1589412552084457e-05
Unknown,South Africa,Wood-Containers,1,2.1589412552084457e-05
Unknown,South Africa,Wood-Furniture,2,4.3178825104168914e-05
Unknown,South Africa,Wood-Sculpture,7,0.0001511258878645912
Unknown,South Africa,Wood-Vessels,1,2.1589412552084457e-05
Unknown,South Africa or Kingdom of Swaziland,Wood-Containers,1,2.1589412552084457e-05
Unknown,South Africa or Mozambique,Wood-Furniture,1,2.1589412552084457e-05
Unknown,South Africa or Swaziland,Wood-Furniture,2,4.3178825104168914e-05
Unknown,South Africa or Zimbabwe,Wood-Furniture,1,2.1589412552084457e-05
Unknown,"South Africa, Africa",Sculpture,1,2.1589412552084457e-05
Unknown,South African,Drawings,1,2.1589412552084457e-05
Unknown,South African,Photographs,9,0.0001943047129687601
Unknown,South African,Portfolio,16,0.0003454306008333513
Unknown,South African,Prints,8,0.00017271530041667566
Unknown,South African,Time-Based Media Art,1,2.1589412552084457e-05
Unknown,South African,Volume,1,2.1589412552084457e-05
Unknown,South America,Prints,1,2.1589412552084457e-05
Unknown,South America,Textile,1,2.1589412552084457e-05
Unknown,South China,Ceramic,12,0.0002590729506250135
Unknown,South East Asia,Ceramic,2,4.3178825104168914e-05
Unknown,South East Asia,Sculpture,1,2.1589412552084457e-05
Unknown,South Flanders,Manuscript,1,2.1589412552084457e-05
Unknown,South France,Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,South German,Sculpture,1,2.1589412552084457e-05
Unknown,South Germany,Arms and Armor,16,0.0003454306008333513
Unknown,South Germany,Manuscript,3,6.476823765625337e-05
Unknown,South Germany,Miscellaneous,1,2.1589412552084457e-05
Unknown,South Germany,Sculpture,2,4.3178825104168914e-05
Unknown,South Germany or Austria,Arms and Armor,2,4.3178825104168914e-05
Unknown,South Germany or Austria,Sculpture,1,2.1589412552084457e-05
Unknown,South Germany or Austria (Innsbruck),Arms and Armor,1,2.1589412552084457e-05
Unknown,South India,Ivory,5,0.0001079470627604223
Unknown,South India,Jewelry,1,2.1589412552084457e-05
Unknown,South India,Painting,1,2.1589412552084457e-05
Unknown,South India,Sculpture,22,0.0004749670761458581
Unknown,South India or Ceylon,Ivory,1,2.1589412552084457e-05
Unknown,South Italian,Ceramic,18,0.0003886094259375202
Unknown,South Italian (Campanian?),Ceramic,1,2.1589412552084457e-05
Unknown,South Italy,Ivory,1,2.1589412552084457e-05
Unknown,South Italy,Jewelry,1,2.1589412552084457e-05
Unknown,South Italy,Manuscript,1,2.1589412552084457e-05
Unknown,South Italy,Sculpture,4,8.635765020833783e-05
Unknown,South Italy,Sculpture-Architectural,1,2.1589412552084457e-05
Unknown,South Italy or Sicily,Ivory,1,2.1589412552084457e-05
Unknown,South Korea,Photographs,9,0.0001943047129687601
Unknown,South Korea,Portfolio,1,2.1589412552084457e-05
Unknown,South Korea,Prints,7,0.0001511258878645912
Unknown,South Korean,Drawings,1,2.1589412552084457e-05
Unknown,South Korean,Painting,1,2.1589412552084457e-05
Unknown,South Korean,Sculpture,1,2.1589412552084457e-05
Unknown,South Korean,Time-Based Media Art,3,6.476823765625337e-05
Unknown,South Netherland,Glass-Stained,2,4.3178825104168914e-05
Unknown,South Netherlandish,Metalwork-Brass,2,4.3178825104168914e-05
Unknown,South Netherlandish,Prints,1,2.1589412552084457e-05
Unknown,South Netherlands,Ceramics-Pottery,1,2.1589412552084457e-05
Unknown,South Netherlands,Drawings,1,2.1589412552084457e-05
Unknown,South Netherlands,Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,South Netherlands,Glass,1,2.1589412552084457e-05
Unknown,South Netherlands,Glass-Stained,17,0.0003670200133854358
Unknown,South Netherlands,Metalwork,2,4.3178825104168914e-05
Unknown,South Netherlands,Metalwork-Bronze,1,2.1589412552084457e-05
Unknown,South Netherlands,Metalwork-Copper alloy,2,4.3178825104168914e-05
Unknown,South Netherlands,Metalwork-Silver,1,2.1589412552084457e-05
Unknown,South Netherlands,Painting,1,2.1589412552084457e-05
Unknown,South Netherlands,Paintings-Panels,1,2.1589412552084457e-05
Unknown,South Netherlands,Sculpture,5,0.0001079470627604223
Unknown,South Netherlands,Sculpture-Architectural,1,2.1589412552084457e-05
Unknown,South Netherlands,Sculpture-Wood,1,2.1589412552084457e-05
Unknown,South Netherlands,Textiles-Tapestries,4,8.635765020833783e-05
Unknown,South Netherlands,Woodwork|Sculpture|Textiles-Woven|Metalwork-Reliefs|Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,South Netherlands or Flanders,Sculpture,1,2.1589412552084457e-05
Unknown,South Sea Islands,Arms and Armor,1,2.1589412552084457e-05
Unknown,South or southeast Mesoamerica,Sculpture,1,2.1589412552084457e-05
Unknown,Southeast Asia,Metalwork,1,2.1589412552084457e-05
Unknown,Southeast China,Ceramic,1,2.1589412552084457e-05
Unknown,Southern Africa,Arms and Armor,2,4.3178825104168914e-05
Unknown,Southern Africa,Furniture and woodwork,1,2.1589412552084457e-05
Unknown,Southern Africa,Jewelry,1,2.1589412552084457e-05
Unknown,Southern Africa,Sculpture,1,2.1589412552084457e-05
Unknown,Southern Africa,Vessels,2,4.3178825104168914e-05
Unknown,Southern Anatolia,Sculpture,1,2.1589412552084457e-05
Unknown,Southern Cambodia,Sculpture,5,0.0001079470627604223
Unknown,Southern Cambodia or Vietnam,Sculpture,1,2.1589412552084457e-05
Unknown,Southern Costa Rica,Metalwork,5,0.0001079470627604223
Unknown,Southern France,Bound Volume,79,0.0017055635916146722
Unknown,Southern France,Ceramic,1,2.1589412552084457e-05
Unknown,Southern France,Sculpture,7,0.0001511258878645912
Unknown,Southern France,Sculpture-Architectural,1,2.1589412552084457e-05
Unknown,Southern Germany,Ceramic,3,6.476823765625337e-05
Unknown,Southern Germany,Painting,1,2.1589412552084457e-05
Unknown,Southern Germany,Prints,1,2.1589412552084457e-05
Unknown,Southern Germany,Sculpture,1,2.1589412552084457e-05
Unknown,Southern India,Arms and Armor,2,4.3178825104168914e-05
Unknown,Southern India,Chordophone-Lute-plucked-fretted,1,2.1589412552084457e-05
Unknown,Southern India,Jewelry,4,8.635765020833783e-05
Unknown,Southern India,Painting,9,0.0001943047129687601
Unknown,Southern India,Sculpture,4,8.635765020833783e-05
Unknown,Southern India,Textile,1,2.1589412552084457e-05
Unknown,Southern Italy,Glass,1,2.1589412552084457e-05
Unknown,Southern Italy,Ivories and Bone,2,4.3178825104168914e-05
Unknown,Southern Italy,Manuscript,1,2.1589412552084457e-05
Unknown,Southern Italy,Sculpture-Architectural,1,2.1589412552084457e-05
Unknown,Southern Italy,Sculpture-Stone,2,4.3178825104168914e-05
Unknown,"Southern Italy, possibly Sicily",Ivories-Elephant,1,2.1589412552084457e-05
Unknown,"Southern Mexico, Guatemala, Honduras, or Belize",Shell-Ornaments,1,2.1589412552084457e-05
Unknown,"Southern Mexico, Guatemala, Honduras, or Belize",Stone-Ornaments|Jade,2,4.3178825104168914e-05
Unknown,"Southern Mexico, Guatemala, Honduras, or Belize",Stone-Sculpture|Jade,1,2.1589412552084457e-05
Unknown,Southern Myanmar (Burma),Metalwork,1,2.1589412552084457e-05
Unknown,Southern Netherlands,Paintings-Panels,1,2.1589412552084457e-05
Unknown,Southern Netherlands (woven)|France (cartoon),Textiles-Tapestries,4,8.635765020833783e-05
Unknown,Southern Netherlands or Northern France,Sculpture,3,6.476823765625337e-05
Unknown,Southern Russia or Black Sea Region (?),Metalwork-Gold,1,2.1589412552084457e-05
Unknown,Southern Siberia,Wood,1,2.1589412552084457e-05
Unknown,Southern Spain,Manuscript,3,6.476823765625337e-05
Unknown,Southern Turkey,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Southwest,Basketry,6,0.00012953647531250675
Unknown,Southwest,Ceramic,21,0.0004533776635937736
Unknown,Southwest France,Sculpture,4,8.635765020833783e-05
Unknown,Southwest Iran,Textiles,1,2.1589412552084457e-05
Unknown,Southwestern France,Sculpture,1,2.1589412552084457e-05
Unknown,Southwestern France,Sculpture-Stone,1,2.1589412552084457e-05
Unknown,Southwestern India,Calligraphy,1,2.1589412552084457e-05
Unknown,Southwestern India,Metalwork,5,0.0001079470627604223
Unknown,Southwestern India,Sculpture,1,2.1589412552084457e-05
Unknown,Southwestern Iran,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Spain (?) (setting),Ivories,1,2.1589412552084457e-05
Unknown,Spain (Catalonia),Painting,2,4.3178825104168914e-05
Unknown,Spain (Hispano-Flemish),Arms and Armor,1,2.1589412552084457e-05
Unknown,Spain (Hispano-Moresque),Enamel,3,6.476823765625337e-05
Unknown,Spain (Visigothic or Byzantine),Sculpture,1,2.1589412552084457e-05
Unknown,Spain (colonial ?),Miscellaneous,1,2.1589412552084457e-05
Unknown,Spain ?,Jewelry,1,2.1589412552084457e-05
Unknown,Spain ?,Lace,1,2.1589412552084457e-05
Unknown,Spain ?,Textile,2,4.3178825104168914e-05
Unknown,Spain and Italy,Coins,1,2.1589412552084457e-05
Unknown,Spain or France,Aerophone-Blow Hole-end-blown flute (vertical),1,2.1589412552084457e-05
Unknown,Spain or France,Metalwork-Iron,3,6.476823765625337e-05
Unknown,Spain or Italy,Arms and Armor,1,2.1589412552084457e-05
Unknown,"Spain or Limoges, France",Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,Spain or North Africa,Ceramics,1,2.1589412552084457e-05
Unknown,Spain or North Africa,Metal,1,2.1589412552084457e-05
Unknown,Spain or North Africa,Textiles-Woven,1,2.1589412552084457e-05
Unknown,Spain or Northern Italy,Painting,1,2.1589412552084457e-05
Unknown,Spain or Yugoslavia,Chordophone-Lute-plucked-fretted,1,2.1589412552084457e-05
Unknown,Spain or|Central Italy,Enamels-Champlevé,1,2.1589412552084457e-05
Unknown,Spain: embroidered linen; Flanders: bobbin lace (Point d’Angleterre) flounce,Garment,1,2.1589412552084457e-05
Unknown,Spain?,Aerophone-Blow Hole-panpipe,1,2.1589412552084457e-05
Unknown,Spain?,Aerophone-Reed Vibrated,1,2.1589412552084457e-05
Unknown,Spain?,Aerophone-Reed Vibrated-double reed,2,4.3178825104168914e-05
Unknown,Spain?,Aerophone-Reed Vibrated-single reed cylindrical,1,2.1589412552084457e-05
Unknown,Spain?,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Spain|Egypt,Ceramics,3,6.476823765625337e-05
Unknown,Spanish (?),Drawings,2,4.3178825104168914e-05
Unknown,Spanish | Swedish,Prints,1,2.1589412552084457e-05
Unknown,Spanish | Unknown,Painting,2,4.3178825104168914e-05
Unknown,Sri Lanka,Arms and Armor,2,4.3178825104168914e-05
Unknown,Sri Lanka,Jewelry,1,2.1589412552084457e-05
Unknown,Sri Lanka,Manuscript,173,0.0037349683715106113
Unknown,Sri Lanka,Painting,1,2.1589412552084457e-05
Unknown,Sri Lanka,Photographs,2,4.3178825104168914e-05
Unknown,Sri Lanka,Textile,3,6.476823765625337e-05
Unknown,Staffordshire,Ceramic,1,2.1589412552084457e-05
Unknown,Sudan,Aerophone-Lip Vibrated,1,2.1589412552084457e-05
Unknown,Sudan,Bone/Ivory-Musical Instruments,1,2.1589412552084457e-05
Unknown,Sudan,Chordophone-Lyre-plucked,1,2.1589412552084457e-05
Unknown,Sudan,Jewelry,1,2.1589412552084457e-05
Unknown,Sudan,Membranophone-double-headed / cylindrical drum,1,2.1589412552084457e-05
Unknown,Sudan,Metal-Implements,1,2.1589412552084457e-05
Unknown,Sudan,Textiles-Beadwork,1,2.1589412552084457e-05
Unknown,Sudan,Textiles-Costumes,1,2.1589412552084457e-05
Unknown,Sudan,Textiles-Woven,2,4.3178825104168914e-05
Unknown,Sudan,Wood-Sculpture,2,4.3178825104168914e-05
Unknown,Sudan?,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Sudan?,Chordophone-Lute-plucked-unfretted,1,2.1589412552084457e-05
Unknown,Sudan?,Chordophone-Lyre-plucked,1,2.1589412552084457e-05
Unknown,Sudan?,Membranophone-double-headed / waisted drum,1,2.1589412552084457e-05
Unknown,Sulawesi,Aerophone-Blow Hole-end-blown flute (vertical),1,2.1589412552084457e-05
Unknown,Sulawesi (Celebes),Chordophone-Lute-bowed-fretted,1,2.1589412552084457e-05
Unknown,Sultanate India,Painting,2,4.3178825104168914e-05
Unknown,Sumatra,Arms and Armor,8,0.00017271530041667566
Unknown,Sumatra,Chordophone-Lute-plucked-unfretted,2,4.3178825104168914e-05
Unknown,Sumatra,Membranophone-single-headed / barrel drum,1,2.1589412552084457e-05
Unknown,Sumerian,Sculpture,4,8.635765020833783e-05
Unknown,Surinam,Membranophone-single-headed / conical drum,1,2.1589412552084457e-05
Unknown,Suriname,Wood-Architectural,1,2.1589412552084457e-05
Unknown,Suriname,Wood-Implements,7,0.0001511258878645912
Unknown,Sweden,Ceramic,2,4.3178825104168914e-05
Unknown,Sweden,Chordophone-Accessories-bow,1,2.1589412552084457e-05
Unknown,Sweden,Chordophone-Bowed keyboard,1,2.1589412552084457e-05
Unknown,Sweden,Chordophone-Lute-bowed-unfretted,1,2.1589412552084457e-05
Unknown,Sweden,Drawings,5,0.0001079470627604223
Unknown,Sweden,Embroidery,1,2.1589412552084457e-05
Unknown,Sweden,Furniture and woodwork,1,2.1589412552084457e-05
Unknown,Sweden,Glass,11,0.00023748353807292904
Unknown,Sweden,Jewelry,1,2.1589412552084457e-05
Unknown,Sweden,Metalwork-Copper,4,8.635765020833783e-05
Unknown,Sweden,Metalwork-Copper alloy,1,2.1589412552084457e-05
Unknown,Sweden,Miscellaneous,2,4.3178825104168914e-05
Unknown,Sweden,Painting,4,8.635765020833783e-05
Unknown,Sweden,Plate,1,2.1589412552084457e-05
Unknown,Sweden,Portrait Miniature,1,2.1589412552084457e-05
