region,decade,type_group,n_objects,share_within_region_decade
Unknown,420,other,37,0.8809523809523809
Unknown,420,vases,3,0.07142857142857142
Unknown,430,other,137,0.9927536231884058
Unknown,430,vases,1,0.007246376811594203
Unknown,440,ceramics,1,0.06666666666666667
Unknown,440,other,14,0.9333333333333333
Unknown,450,ceramics,3,0.05660377358490566
Unknown,450,other,50,0.9433962264150944
Unknown,460,ceramics,2,0.6666666666666666
Unknown,460,other,1,0.3333333333333333
Unknown,470,ceramics,1,0.125
Unknown,470,other,7,0.875
Unknown,480,other,3,1.0
Unknown,490,ceramics,9,0.02830188679245283
Unknown,490,other,285,0.8962264150943396
Unknown,490,textiles-woven,24,0.07547169811320754
Unknown,500,other,122,0.9606299212598425
Unknown,500,textiles-woven,4,0.031496062992125984
Unknown,500,vases,1,0.007874015748031496
Unknown,510,ceramics,1,0.25
Unknown,510,other,3,0.75
Unknown,520,other,51,1.0
Unknown,530,ceramics,4,0.08163265306122448
Unknown,530,other,45,0.9183673469387755
Unknown,540,other,47,1.0
Unknown,550,ceramics,97,0.4898989898989899
Unknown,550,other,100,0.5050505050505051
Unknown,550,textiles-woven,1,0.005050505050505051
Unknown,560,other,15,1.0
Unknown,570,ceramics,1,0.038461538461538464
Unknown,570,other,25,0.9615384615384616
Unknown,580,ceramics,6,0.17647058823529413
Unknown,580,other,28,0.8235294117647058
Unknown,590,ceramics,45,0.13196480938416422
Unknown,590,other,257,0.7536656891495601
Unknown,590,textiles-woven,38,0.11143695014662756
Unknown,590,vases,1,0.002932551319648094
Unknown,600,ceramics,59,0.17771084337349397
Unknown,600,other,250,0.7530120481927711
Unknown,600,textiles-woven,22,0.06626506024096386
Unknown,600,vases,1,0.0030120481927710845
Unknown,610,ceramics,7,0.2413793103448276
Unknown,610,other,22,0.7586206896551724
Unknown,620,ceramics,1,0.023809523809523808
Unknown,620,other,41,0.9761904761904762
Unknown,630,ceramics,2,0.09523809523809523
Unknown,630,other,19,0.9047619047619048
Unknown,640,ceramics,54,0.3
Unknown,640,other,119,0.6611111111111111
Unknown,640,textiles-woven,7,0.03888888888888889
Unknown,650,ceramics,1,0.013157894736842105
Unknown,650,other,75,0.9868421052631579
Unknown,660,other,9,1.0
Unknown,670,other,8,1.0
Unknown,680,ceramics,2,0.09523809523809523
Unknown,680,other,19,0.9047619047619048
Unknown,690,ceramics,491,0.2639784946236559
Unknown,690,other,1359,0.7306451612903225
Unknown,690,textiles-woven,10,0.005376344086021506
Unknown,700,ceramics,264,0.39939485627836613
Unknown,700,other,380,0.5748865355521936
Unknown,700,textiles-woven,17,0.025718608169440244
Unknown,710,ceramics,2,0.2
Unknown,710,other,8,0.8
Unknown,720,ceramics,1,0.018518518518518517
Unknown,720,other,53,0.9814814814814815
Unknown,730,ceramics,5,0.16129032258064516
Unknown,730,other,26,0.8387096774193549
Unknown,740,ceramics,13,0.16666666666666666
Unknown,740,other,64,0.8205128205128205
Unknown,740,textiles-woven,1,0.01282051282051282
Unknown,750,ceramics,2,0.03773584905660377
Unknown,750,other,50,0.9433962264150944
Unknown,750,textiles-woven,1,0.018867924528301886
Unknown,760,other,8,1.0
Unknown,770,other,12,0.9230769230769231
Unknown,770,textiles-woven,1,0.07692307692307693
Unknown,780,other,1,1.0
Unknown,790,ceramics,75,0.15592515592515593
Unknown,790,other,378,0.7858627858627859
Unknown,790,textiles-woven,28,0.058212058212058215
Unknown,800,ceramics,1,0.008130081300813009
Unknown,800,other,119,0.967479674796748
Unknown,800,textiles-woven,3,0.024390243902439025
Unknown,810,other,1,1.0
Unknown,820,other,9,1.0
Unknown,830,other,29,0.9666666666666667
Unknown,830,textiles-woven,1,0.03333333333333333
Unknown,840,Drawings,3,0.08333333333333333
Unknown,840,other,33,0.9166666666666666
Unknown,850,ceramics,1,0.014285714285714285
Unknown,850,other,68,0.9714285714285714
Unknown,850,textiles-woven,1,0.014285714285714285
Unknown,860,other,7,1.0
Unknown,870,other,1,1.0
Unknown,880,other,1,1.0
Unknown,890,Drawings,3,0.004392386530014641
Unknown,890,ceramics,275,0.40263543191800877
Unknown,890,other,393,0.575402635431918
Unknown,890,textiles-woven,12,0.017569546120058566
Unknown,900,ceramics,30,0.13043478260869565
Unknown,900,other,194,0.8434782608695652
Unknown,900,textiles-woven,6,0.02608695652173913
Unknown,910,other,7,1.0
Unknown,920,ceramics,1,0.011904761904761904
Unknown,920,other,83,0.9880952380952381
Unknown,930,other,66,1.0
Unknown,940,Prints,1,0.034482758620689655
Unknown,940,other,28,0.9655172413793104
Unknown,950,ceramics,3,0.05555555555555555
Unknown,950,other,51,0.9444444444444444
Unknown,960,ceramics,1,0.025
Unknown,960,other,39,0.975
Unknown,970,ceramics,1,0.05555555555555555
Unknown,970,other,17,0.9444444444444444
Unknown,980,ceramics,1,0.14285714285714285
Unknown,980,other,6,0.8571428571428571
Unknown,990,Prints,1,0.0018832391713747645
Unknown,990,ceramics,91,0.1713747645951036
Unknown,990,other,421,0.7928436911487758
Unknown,990,textiles-woven,18,0.03389830508474576
Unknown,1000,other,133,1.0
Unknown,1010,other,6,1.0
Unknown,1020,other,25,1.0
Unknown,1030,other,19,1.0
Unknown,1040,other,29,1.0
Unknown,1050,ceramics,1,0.0011098779134295228
Unknown,1050,other,900,0.9988901220865705
Unknown,1060,other,16,1.0
Unknown,1070,other,3,1.0
Unknown,1080,other,6,1.0
Unknown,1090,Drawings,3,0.009009009009009009
Unknown,1090,ceramics,44,0.13213213213213212
Unknown,1090,other,282,0.8468468468468469
Unknown,1090,textiles-woven,4,0.012012012012012012
Unknown,1100,other,139,0.9928571428571429
Unknown,1100,textiles-woven,1,0.007142857142857143
Unknown,1110,other,7,1.0
Unknown,1120,ceramics,9,0.20930232558139536
Unknown,1120,other,34,0.7906976744186046
Unknown,1130,ceramics,19,0.1792452830188679
Unknown,1130,other,87,0.8207547169811321
Unknown,1140,Drawings,1,0.020833333333333332
Unknown,1140,ceramics,4,0.08333333333333333
Unknown,1140,other,43,0.8958333333333334
Unknown,1150,ceramics,8,0.09411764705882353
Unknown,1150,other,77,0.9058823529411765
Unknown,1160,Prints,1,0.03571428571428571
Unknown,1160,ceramics,5,0.17857142857142858
Unknown,1160,other,22,0.7857142857142857
Unknown,1170,other,23,1.0
Unknown,1180,other,47,1.0
Unknown,1190,ceramics,164,0.23837209302325582
Unknown,1190,other,510,0.7412790697674418
Unknown,1190,textiles-woven,14,0.020348837209302327
Unknown,1200,ceramics,3,0.012
Unknown,1200,other,247,0.988
Unknown,1210,ceramics,1,0.043478260869565216
Unknown,1210,other,22,0.9565217391304348
Unknown,1220,ceramics,3,0.03488372093023256
Unknown,1220,other,83,0.9651162790697675
Unknown,1230,ceramics,26,0.32098765432098764
Unknown,1230,other,53,0.654320987654321
Unknown,1230,textiles-woven,2,0.024691358024691357
Unknown,1240,ceramics,2,0.0425531914893617
Unknown,1240,other,45,0.9574468085106383
Unknown,1250,ceramics,3,0.04411764705882353
Unknown,1250,other,64,0.9411764705882353
Unknown,1250,textiles-woven,1,0.014705882352941176
Unknown,1260,ceramics,1,0.03125
Unknown,1260,other,31,0.96875
Unknown,1270,Prints,1,0.001177856301531213
Unknown,1270,ceramics,116,0.13663133097762073
Unknown,1270,other,731,0.8610129564193169
Unknown,1270,textiles-woven,1,0.001177856301531213
Unknown,1280,other,7,1.0
Unknown,1290,ceramics,104,0.21711899791231734
Unknown,1290,other,366,0.7640918580375783
Unknown,1290,textiles-woven,9,0.018789144050104383
Unknown,1300,ceramics,17,0.09444444444444444
Unknown,1300,other,159,0.8833333333333333
Unknown,1300,textiles-woven,1,0.005555555555555556
Unknown,1300,vases,3,0.016666666666666666
Unknown,1310,other,27,1.0
Unknown,1320,ceramics,1,0.009259259259259259
Unknown,1320,other,107,0.9907407407407407
Unknown,1330,Drawings,1,0.008849557522123894
Unknown,1330,ceramics,13,0.11504424778761062
Unknown,1330,other,98,0.8672566371681416
Unknown,1330,textiles-woven,1,0.008849557522123894
Unknown,1340,ceramics,3,0.03571428571428571
Unknown,1340,other,81,0.9642857142857143
Unknown,1350,ceramics,2,0.011695906432748537
Unknown,1350,other,166,0.9707602339181286
Unknown,1350,textiles-woven,3,0.017543859649122806
Unknown,1360,ceramics,82,0.42487046632124353
Unknown,1360,other,108,0.5595854922279793
Unknown,1360,textiles-woven,3,0.015544041450777202
Unknown,1370,Drawings,1,0.019230769230769232
Unknown,1370,other,51,0.9807692307692307
Unknown,1380,Drawings,1,0.020833333333333332
Unknown,1380,other,47,0.9791666666666666
Unknown,1390,Prints,1,0.0011574074074074073
Unknown,1390,ceramics,117,0.13541666666666666
Unknown,1390,other,704,0.8148148148148148
Unknown,1390,textiles-woven,42,0.04861111111111111
Unknown,1400,Drawings,4,0.012195121951219513
Unknown,1400,ceramics,10,0.03048780487804878
Unknown,1400,other,311,0.948170731707317
Unknown,1400,textiles-woven,3,0.009146341463414634
Unknown,1410,Drawings,6,0.08695652173913043
Unknown,1410,ceramics,1,0.014492753623188406
Unknown,1410,other,60,0.8695652173913043
Unknown,1410,textiles-woven,2,0.028985507246376812
Unknown,1420,Drawings,7,0.043478260869565216
Unknown,1420,ceramics,5,0.031055900621118012
Unknown,1420,other,148,0.9192546583850931
Unknown,1420,textiles-woven,1,0.006211180124223602
Unknown,1430,Drawings,12,0.06
Unknown,1430,ceramics,29,0.145
Unknown,1430,other,158,0.79
Unknown,1430,textiles-woven,1,0.005
Unknown,1440,Drawings,5,0.03968253968253968
Unknown,1440,Prints,2,0.015873015873015872
Unknown,1440,ceramics,3,0.023809523809523808
Unknown,1440,other,116,0.9206349206349206
Unknown,1450,Drawings,9,0.02735562310030395
Unknown,1450,Prints,8,0.0243161094224924
Unknown,1450,ceramics,19,0.057750759878419454
Unknown,1450,other,288,0.8753799392097265
Unknown,1450,textiles-woven,5,0.015197568389057751
Unknown,1460,Drawings,5,0.022935779816513763
Unknown,1460,Prints,41,0.18807339449541285
Unknown,1460,ceramics,6,0.027522935779816515
Unknown,1460,other,164,0.7522935779816514
Unknown,1460,textiles-woven,2,0.009174311926605505
Unknown,1470,Drawings,14,0.04778156996587031
Unknown,1470,Prints,43,0.14675767918088736
Unknown,1470,books,13,0.04436860068259386
Unknown,1470,other,221,0.7542662116040956
Unknown,1470,textiles-woven,2,0.006825938566552901
Unknown,1480,Drawings,10,0.02666666666666667
Unknown,1480,Prints,75,0.2
Unknown,1480,books,49,0.13066666666666665
Unknown,1480,ceramics,6,0.016
Unknown,1480,other,235,0.6266666666666667
Unknown,1490,Drawings,15,0.0056667925953910086
Unknown,1490,Prints,298,0.11258027956176804
Unknown,1490,books,101,0.03815640347563279
Unknown,1490,ceramics,134,0.05062334718549301
Unknown,1490,other,2051,0.774839440876464
Unknown,1490,textiles-woven,48,0.018133736305251228
Unknown,1500,Drawings,43,0.02607640994542147
Unknown,1500,Prints,487,0.29533050333535477
Unknown,1500,books,100,0.06064281382656155
Unknown,1500,ceramics,16,0.009702850212249849
Unknown,1500,other,993,0.6021831412977562
Unknown,1500,textiles-woven,10,0.006064281382656155
Unknown,1510,Drawings,52,0.03525423728813559
Unknown,1510,Prints,821,0.5566101694915254
Unknown,1510,books,98,0.06644067796610169
Unknown,1510,ceramics,7,0.0047457627118644066
Unknown,1510,other,484,0.328135593220339
Unknown,1510,textiles-woven,13,0.008813559322033898
Unknown,1520,Drawings,69,0.04080425783560024
Unknown,1520,Prints,651,0.38497930218805443
Unknown,1520,books,77,0.04553518628030751
Unknown,1520,ceramics,12,0.007096392667060911
Unknown,1520,other,878,0.5192193968066233
Unknown,1520,textiles-woven,4,0.002365464222353637
Unknown,1530,Drawings,65,0.03316326530612245
Unknown,1530,Prints,930,0.4744897959183674
Unknown,1530,books,65,0.03316326530612245
Unknown,1530,ceramics,19,0.009693877551020408
Unknown,1530,other,880,0.4489795918367347
Unknown,1530,textiles-woven,1,0.0005102040816326531
Unknown,1540,Drawings,115,0.05497131931166348
Unknown,1540,Prints,862,0.41204588910133844
Unknown,1540,books,79,0.03776290630975143
Unknown,1540,ceramics,3,0.0014340344168260039
Unknown,1540,other,1033,0.49378585086042065
Unknown,1550,Drawings,83,0.027861698556562606
Unknown,1550,Prints,1318,0.44243034575360857
Unknown,1550,books,130,0.0436388049681101
Unknown,1550,ceramics,16,0.005370929842228936
Unknown,1550,other,1424,0.4780127559583753
Unknown,1550,textiles-woven,8,0.002685464921114468
Unknown,1560,Drawings,178,0.05411979325022803
Unknown,1560,Prints,1201,0.3651565825478869
Unknown,1560,books,83,0.025235633931286104
Unknown,1560,ceramics,32,0.00972940103374886
Unknown,1560,other,1790,0.5442383703253268
Unknown,1560,textiles-woven,5,0.0015202189115232593
Unknown,1570,Drawings,111,0.05119926199261993
Unknown,1570,Prints,882,0.40682656826568264
Unknown,1570,books,75,0.03459409594095941
Unknown,1570,ceramics,32,0.014760147601476014
Unknown,1570,other,1066,0.49169741697416974
Unknown,1570,textiles-woven,2,0.0009225092250922509
Unknown,1580,Drawings,395,0.16148814390842192
Unknown,1580,Prints,1208,0.4938675388389207
Unknown,1580,books,79,0.032297628781684386
Unknown,1580,ceramics,4,0.001635322976287817
Unknown,1580,other,760,0.3107113654946852
Unknown,1590,Drawings,206,0.03890462700661001
Unknown,1590,Prints,1098,0.20736543909348443
Unknown,1590,books,85,0.016052880075542966
Unknown,1590,ceramics,190,0.03588290840415486
Unknown,1590,other,3290,0.6213408876298395
Unknown,1590,textiles-woven,426,0.08045325779036827
Unknown,1600,Drawings,396,0.07818361303060217
Unknown,1600,Prints,1605,0.3168805528134255
Unknown,1600,books,76,0.015004935834155972
Unknown,1600,ceramics,8,0.0015794669299111549
Unknown,1600,other,2971,0.5865745310957552
Unknown,1600,textiles-woven,9,0.0017769002961500495
Unknown,1610,Drawings,126,0.04833141542002301
Unknown,1610,Prints,1216,0.46643651706942846
Unknown,1610,books,79,0.030303030303030304
Unknown,1610,ceramics,30,0.011507479861910242
Unknown,1610,other,1128,0.4326812428078251
Unknown,1610,textiles-woven,28,0.010740314537782892
Unknown,1620,Drawings,152,0.04738154613466334
Unknown,1620,Prints,1947,0.6069201995012469
Unknown,1620,books,72,0.022443890274314215
Unknown,1620,ceramics,54,0.01683291770573566
Unknown,1620,other,979,0.30517456359102246
Unknown,1620,textiles-woven,4,0.0012468827930174563
Unknown,1630,Drawings,196,0.05301595888558291
Unknown,1630,Prints,2571,0.6954287259940493
Unknown,1630,books,90,0.024344062753583987
Unknown,1630,ceramics,94,0.02542602109818772
Unknown,1630,other,730,0.19745739789018124
Unknown,1630,textiles-woven,16,0.004327833378414931
Unknown,1640,Drawings,206,0.04956689124157844
Unknown,1640,Prints,2703,0.6503849855630414
Unknown,1640,books,73,0.017564966313763235
Unknown,1640,ceramics,116,0.02791145332050048
Unknown,1640,other,1034,0.24879692011549567
Unknown,1640,prints|ephemera,1,0.00024061597690086623
Unknown,1640,textiles-woven,23,0.005534167468719923
Unknown,1650,Drawings,199,0.05645390070921986
Unknown,1650,Prints,1979,0.5614184397163121
Unknown,1650,books,68,0.01929078014184397
Unknown,1650,ceramics,44,0.0124822695035461
Unknown,1650,other,1221,0.34638297872340423
Unknown,1650,textiles-woven,14,0.003971631205673759
Unknown,1660,Drawings,317,0.13477891156462585
Unknown,1660,Prints,1046,0.4447278911564626
Unknown,1660,books,67,0.02848639455782313
Unknown,1660,ceramics,55,0.0233843537414966
Unknown,1660,other,854,0.3630952380952381
Unknown,1660,textiles-woven,13,0.0055272108843537416
Unknown,1670,Drawings,200,0.09293680297397769
Unknown,1670,Prints,1182,0.5492565055762082
Unknown,1670,books,128,0.05947955390334572
Unknown,1670,ceramics,19,0.008828996282527882
Unknown,1670,other,620,0.28810408921933084
Unknown,1670,prints|ephemera,1,0.00046468401486988845
Unknown,1670,textiles-woven,2,0.0009293680297397769
Unknown,1680,Drawings,131,0.05693176879617558
Unknown,1680,Prints,559,0.24293785310734464
Unknown,1680,books,87,0.03780964797913951
Unknown,1680,ceramics,35,0.015210777922642329
Unknown,1680,other,1484,0.6449369839200347
Unknown,1680,textiles-woven,5,0.0021729682746631897
Unknown,1690,Drawings,261,0.04292057227429699
Unknown,1690,Prints,819,0.13468179575727676
Unknown,1690,books,94,0.015457983884229568
Unknown,1690,ceramics,204,0.033547113961519485
Unknown,1690,other,4012,0.6597599079098833
Unknown,1690,textiles-woven,691,0.11363262621279395
Unknown,1700,Drawings,582,0.17142857142857143
Unknown,1700,Prints,761,0.22415316642120767
Unknown,1700,books,118,0.03475699558173785
Unknown,1700,ceramics,54,0.015905743740795286
Unknown,1700,other,1828,0.5384388807069219
Unknown,1700,textiles-woven,52,0.015316642120765831
Unknown,1710,Drawings,114,0.059006211180124224
Unknown,1710,Prints,288,0.14906832298136646
Unknown,1710,books,78,0.040372670807453416
Unknown,1710,ceramics,35,0.018115942028985508
Unknown,1710,other,1321,0.6837474120082816
Unknown,1710,textiles-woven,96,0.049689440993788817
Unknown,1720,Drawings,202,0.07760276603918556
Unknown,1720,Prints,561,0.2155205532078371
Unknown,1720,books,107,0.041106415674222054
Unknown,1720,ceramics,579,0.22243565117172492
Unknown,1720,other,1062,0.4079907798693815
Unknown,1720,prints|ephemera,3,0.001152516327314637
Unknown,1720,textiles-woven,89,0.03419131771033423
Unknown,1730,Drawings,147,0.05493273542600897
Unknown,1730,Prints,543,0.20291479820627803
Unknown,1730,books,119,0.04446935724962631
Unknown,1730,ceramics,342,0.12780269058295965
Unknown,1730,other,1341,0.5011210762331838
Unknown,1730,prints|ephemera,1,0.0003736920777279522
Unknown,1730,textiles-woven,183,0.06838565022421525
Unknown,1740,Drawings,194,0.07072548304775793
Unknown,1740,Prints,795,0.2898286547575647
Unknown,1740,books,127,0.04629967189208895
Unknown,1740,ceramics,19,0.006926722566532993
Unknown,1740,other,1505,0.5486693401385344
Unknown,1740,prints|ephemera,4,0.0014582573824279985
Unknown,1740,textiles-woven,99,0.03609187021509296
Unknown,1750,Drawings,259,0.05792887497204205
Unknown,1750,Prints,1173,0.2623574144486692
Unknown,1750,books,148,0.03310221426973831
Unknown,1750,ceramics,81,0.018116752404383808
Unknown,1750,other,2675,0.598300156564527
Unknown,1750,prints|ephemera,2,0.00044732721986132855
Unknown,1750,textiles-woven,133,0.02974726012077835
Unknown,1760,Drawings,289,0.05452830188679245
Unknown,1760,Prints,2019,0.3809433962264151
Unknown,1760,books,240,0.045283018867924525
Unknown,1760,ceramics,99,0.01867924528301887
Unknown,1760,other,2401,0.4530188679245283
Unknown,1760,prints|ephemera,2,0.0003773584905660377
Unknown,1760,textiles-woven,250,0.04716981132075472
Unknown,1770,Drawings,481,0.0825184422714016
Unknown,1770,Prints,2464,0.42271401612626525
Unknown,1770,books,253,0.04340367129867902
Unknown,1770,ceramics,9,0.001544004117344313
Unknown,1770,other,2469,0.4235717961914565
Unknown,1770,prints|ephemera,8,0.0013724481043060558
Unknown,1770,textiles-woven,145,0.024875621890547265
Unknown,1780,Drawings,425,0.07243906596216124
Unknown,1780,Prints,3195,0.5445713311743651
Unknown,1780,books,219,0.03732742457814897
Unknown,1780,ceramics,105,0.017896710414181012
Unknown,1780,other,1862,0.31736833134480996
Unknown,1780,prints|ephemera,22,0.003749786943923641
Unknown,1780,textiles-woven,39,0.00664734958241009
Unknown,1790,Drawings,571,0.03579712870666416
Unknown,1790,Prints,2796,0.17528681587361294
Unknown,1790,books,292,0.018306062315842267
Unknown,1790,ceramics,992,0.062190458278477835
Unknown,1790,other,9852,0.6176415271769795
Unknown,1790,prints|ephemera,21,0.001316531878879067
Unknown,1790,textiles-woven,1427,0.08946147576954423
Unknown,1800,Drawings,666,0.0884109916367981
Unknown,1800,Photographs,2,0.00026549847338377806
Unknown,1800,Prints,3173,0.42121332802336386
Unknown,1800,books,341,0.04526748971193416
Unknown,1800,ceramics,114,0.015133412982875348
Unknown,1800,other,3093,0.41059338908801274
Unknown,1800,prints|ephemera,101,0.013407672905880791
Unknown,1800,textiles-woven,43,0.005708217177751228
Unknown,1810,Drawings,287,0.056164383561643834
Unknown,1810,Prints,1904,0.3726027397260274
Unknown,1810,books,321,0.06281800391389432
Unknown,1810,ceramics,41,0.00802348336594912
Unknown,1810,other,2341,0.45812133072407046
Unknown,1810,prints|ephemera,15,0.0029354207436399216
Unknown,1810,textiles-woven,201,0.03933463796477495
Unknown,1820,Drawings,470,0.09633121541299447
Unknown,1820,Prints,2092,0.4287763886042222
Unknown,1820,books,646,0.13240418118466898
Unknown,1820,ceramics,107,0.021930723508915763
Unknown,1820,other,1539,0.3154334904693585
Unknown,1820,prints|ephemera,16,0.003279360524697684
Unknown,1820,textiles-woven,9,0.0018446402951424472
Unknown,1830,Drawings,339,0.06711542268857652
Unknown,1830,Photographs,20,0.0039596119580281135
Unknown,1830,Prints,2106,0.4169471391803603
Unknown,1830,books,400,0.07919223916056227
Unknown,1830,ceramics,153,0.030291031478915067
Unknown,1830,other,1968,0.3896258166699663
Unknown,1830,prints|ephemera,19,0.0037616313601267076
Unknown,1830,textiles-woven,46,0.00910710750346466
Unknown,1840,Drawings,439,0.058517728605705144
Unknown,1840,Photographs,664,0.08850973073846974
Unknown,1840,Prints,3233,0.43095174620101306
Unknown,1840,books,507,0.06758197813916289
Unknown,1840,ceramics,179,0.023860303918954946
Unknown,1840,other,2447,0.3261796854172221
Unknown,1840,prints|ephemera,15,0.0019994668088509733
Unknown,1840,textiles-woven,18,0.0023993601706211675
Unknown,1850,Drawings,399,0.04365904365904366
Unknown,1850,Photographs,2565,0.2806652806652807
Unknown,1850,Prints,3504,0.38341175183280446
Unknown,1850,books,570,0.062370062370062374
Unknown,1850,ceramics,64,0.007002954371375424
Unknown,1850,other,1886,0.20636831163146951
Unknown,1850,prints|ephemera,15,0.001641317430791115
Unknown,1850,textiles-woven,136,0.014881278039172776
Unknown,1860,Drawings,435,0.03985706432105553
Unknown,1860,Photographs,4497,0.4120395821880154
Unknown,1860,Prints,3368,0.30859446582371264
Unknown,1860,books,612,0.056074766355140186
Unknown,1860,ceramics,131,0.012002932013927067
Unknown,1860,other,1639,0.15017408832691956
Unknown,1860,prints|ephemera,156,0.014293567894447499
Unknown,1860,textiles-woven,76,0.006963533076782115
Unknown,1870,Drawings,1973,0.2138289801669015
Unknown,1870,Photographs,2027,0.2196813698927062
Unknown,1870,Prints,2141,0.23203641486940502
Unknown,1870,books,1047,0.11347133412810231
Unknown,1870,ceramics,25,0.002709439687872548
Unknown,1870,other,1989,0.2155630215671399
Unknown,1870,prints|ephemera,3,0.00032513276254470577
Unknown,1870,textiles-woven,22,0.0023843069253278422
Unknown,1880,Drawings,1361,0.07056200746578184
Unknown,1880,Photographs,1221,0.06330360846121941
Unknown,1880,Prints,2100,0.10887598506843633
Unknown,1880,books,944,0.048942347573620905
Unknown,1880,ceramics,5,0.0002592285358772294
Unknown,1880,other,6344,0.3289091663210286
Unknown,1880,prints|ephemera,7281,0.3774885939444214
Unknown,1880,textiles-woven,32,0.0016590626296142678
Unknown,1890,Drawings,1793,0.052004176576367536
Unknown,1890,Photographs,1154,0.03347061894541447
Unknown,1890,Prints,3260,0.09455304832066826
Unknown,1890,books,982,0.028481930506409885
Unknown,1890,ceramics,671,0.01946168571262834
Unknown,1890,other,20041,0.5812692151516909
Unknown,1890,prints|ephemera,3393,0.0984105806601311
Unknown,1890,textiles-woven,3184,0.09234874412668949
Unknown,1900,Drawings,1389,0.0725099185633744
Unknown,1900,Photographs,1473,0.07689496763416162
Unknown,1900,Prints,3300,0.17226978492378367
Unknown,1900,books,1047,0.054656504489455
Unknown,1900,ceramics,22,0.0011484652328252244
Unknown,1900,other,9991,0.5215598245980372
Unknown,1900,prints|ephemera,1110,0.057945291292545414
Unknown,1900,textiles-woven,824,0.0430152432658175
Unknown,1910,Drawings,1294,0.08875780231840319
Unknown,1910,Photographs,1160,0.07956649975992866
Unknown,1910,Prints,3021,0.20721585842650386
Unknown,1910,books,634,0.043487207627409284
Unknown,1910,ceramics,122,0.008368200836820083
Unknown,1910,other,3160,0.21675012003566774
Unknown,1910,prints|ephemera,5143,0.352767679539063
Unknown,1910,textiles-woven,45,0.0030866314562041294
Unknown,1920,Drawings,1176,0.09354864370376263
Unknown,1920,Photographs,1425,0.1133561371410389
Unknown,1920,Prints,2770,0.22034842096889667
Unknown,1920,books,728,0.057911065149948295
Unknown,1920,ceramics,8,0.0006363853313181131
Unknown,1920,other,3977,0.31636305783151697
Unknown,1920,prints|ephemera,2432,0.1934611407207064
Unknown,1920,textiles-woven,55,0.004375149152812028
Unknown,1930,Drawings,1451,0.0780695146884752
Unknown,1930,Photographs,1931,0.10389540514365651
Unknown,1930,Prints,3603,0.1938555902292048
Unknown,1930,books,502,0.027009577101043795
Unknown,1930,ceramics,31,0.001667922091897127
Unknown,1930,other,7683,0.413375659098246
Unknown,1930,prints|ephemera,3329,0.17911331109437212
Unknown,1930,textiles-woven,56,0.003013020553104487
Unknown,1940,Drawings,1278,0.11833333333333333
Unknown,1940,Photographs,1403,0.12990740740740742
Unknown,1940,Prints,3539,0.3276851851851852
Unknown,1940,books,421,0.03898148148148148
Unknown,1940,ceramics,6,0.0005555555555555556
Unknown,1940,other,2523,0.2336111111111111
Unknown,1940,prints|ephemera,1567,0.1450925925925926
Unknown,1940,textiles-woven,63,0.005833333333333334
Unknown,1950,Drawings,764,0.07185178218752938
Unknown,1950,Photographs,1743,0.16392363396971693
Unknown,1950,Prints,1971,0.18536631242358695
Unknown,1950,books,413,0.038841342988808425
Unknown,1950,ceramics,48,0.004514248095551585
Unknown,1950,other,2538,0.23869086805229003
Unknown,1950,prints|ephemera,3046,0.2864666603968776
Unknown,1950,textiles-woven,110,0.010345151885639049
Unknown,1960,Drawings,483,0.06271098415995845
Unknown,1960,Photographs,1980,0.2570760841339912
Unknown,1960,Prints,2267,0.29433913269280704
Unknown,1960,books,533,0.06920280446637236
Unknown,1960,ceramics,26,0.0033757465593352376
Unknown,1960,other,1744,0.22643469228771748
Unknown,1960,prints|ephemera,640,0.08309529992209816
Unknown,1960,textiles-woven,28,0.003635419371591794
Unknown,1960,vases,1,0.00012983640612827837
Unknown,1970,Drawings,517,0.07147794829254804
Unknown,1970,Photographs,2708,0.37439513341628644
Unknown,1970,Prints,1223,0.1690861330015208
Unknown,1970,books,217,0.030001382552191345
Unknown,1970,ceramics,19,0.002626849163555924
Unknown,1970,other,1858,0.2568781971519425
Unknown,1970,prints|ephemera,608,0.08405917323378957
Unknown,1970,textiles-woven,83,0.011475183188165353
Unknown,1980,Drawings,651,0.16238463457221253
Unknown,1980,Photographs,966,0.24095784484908955
Unknown,1980,Prints,772,0.19256672486904464
Unknown,1980,books,76,0.018957345971563982
Unknown,1980,ceramics,58,0.014467448241456722
Unknown,1980,other,1219,0.3040658518333749
Unknown,1980,prints|ephemera,193,0.04814168121726116
Unknown,1980,textiles-woven,74,0.01845846844599651
Unknown,1990,Drawings,247,0.06129032258064516
Unknown,1990,Photographs,717,0.17791563275434244
Unknown,1990,Prints,802,0.1990074441687345
Unknown,1990,books,78,0.01935483870967742
Unknown,1990,ceramics,56,0.013895781637717122
Unknown,1990,other,2110,0.5235732009925558
Unknown,1990,prints|ephemera,1,0.00024813895781637717
Unknown,1990,textiles-woven,19,0.004714640198511167
Unknown,2000,Drawings,193,0.043943533697632056
Unknown,2000,Photographs,442,0.10063752276867031
Unknown,2000,Prints,438,0.09972677595628415
Unknown,2000,books,135,0.030737704918032786
Unknown,2000,ceramics,61,0.013888888888888888
Unknown,2000,other,2954,0.6725865209471766
Unknown,2000,textiles-woven,169,0.03847905282331512
Unknown,2010,Drawings,75,0.07075471698113207
Unknown,2010,Photographs,229,0.2160377358490566
Unknown,2010,Prints,312,0.2943396226415094
Unknown,2010,books,35,0.0330188679245283
