region,decade,type_group,n_objects,share_within_region_decade
Unknown,2010,ceramics,41,0.038679245283018866
Unknown,2010,other,364,0.3433962264150943
Unknown,2010,textiles-woven,1,0.0009433962264150943
Unknown,2010,vases,3,0.002830188679245283
Unknown,2020,Drawings,3,0.015957446808510637
Unknown,2020,Photographs,5,0.026595744680851064
Unknown,2020,Prints,41,0.21808510638297873
Unknown,2020,books,4,0.02127659574468085
Unknown,2020,ceramics,7,0.03723404255319149
Unknown,2020,other,113,0.601063829787234
Unknown,2020,textiles-woven,15,0.0797872340425532
