region,country,type_group,n_objects
Unknown,Morocco,Textiles-Woven,9
Unknown,Papua New Guinea,Stone-Sculpture,9
Unknown,Russia,Bound Volume,9
Unknown,Siam,Jewelry,9
Unknown,Sierra Leone,Wood-Sculpture,9
Unknown,South African,Photograph,9
Unknown,South Korea,Photograph,9
Unknown,Thailand,Idiophone-Struck-bell-clapper,9
Unknown,Vanuatu,Aerophone-Blow Hole-panpipe,9
Unknown,Welsh,Photograph,9
Unknown,Afghanistan,Ceramics-Tiles,8
Unknown,Afghanistan,Chordophone-Lute-plucked-fretted,8
Unknown,Afghanistan,Ivory,8
Unknown,Argentinean,Drawing,8
Unknown,Australia,Wood-Sculpture,8
Unknown,Belgian,Sculpture,8
Unknown,Bohemian,Drawing,8
Unknown,Cambodia,Jewelry,8
Unknown,Cameroon,Ceramics-Containers,8
Unknown,Cameroon,Gourd-Sculpture,8
Unknown,Chile,Textiles-Woven,8
Unknown,Colombia,Ceramics-Containers,8
Unknown,Costa Rica,Ceramic,8
Unknown,Cuban,Sculpture,8
Unknown,Danish,Photograph,8
Unknown,Dominican Republic,Stone-Ornaments,8
Unknown,Ecuador,Ceramics-Implements,8
Unknown,Ecuador,Metal-Ornaments,8
Unknown,Ethiopia,Parchment,8
Unknown,European,Arms and Armor,8
Unknown,France(?),Miscellaneous,8
Unknown,Greece,Painting,8
Unknown,Iranian,Photograph,8
Unknown,Iraq,Coins,8
Unknown,Iraq,Manuscript,8
Unknown,Iraq,Textiles-Embroidered,8
Unknown,Italian (?),Print,8
Unknown,London,Silver,8
Unknown,Mali,Negatives,8
Unknown,Mali,Textiles-Woven,8
Unknown,Morocco,Outerwear,8
Unknown,North Netherlands,Glass-Stained,8
Unknown,Northwestern Iran,Textiles-Woven-Brocade,8
Unknown,Papua New Guinea,Paper-Paintings,8
Unknown,Papua New Guinea,Stone-Implements,8
Unknown,Papua New Guinea,Wood-Furniture,8
Unknown,Philippines,Basketry-Containers,8
Unknown,Philippines,Textile,8
Unknown,Roman,Glass,8
Unknown,Russia,Chordophone-Lute-plucked-fretted,8
Unknown,Russia,Embroidery,8
Unknown,Russia,Metalwork,8
Unknown,Russia,Portrait Miniature,8
Unknown,Siam,Metalwork,8
Unknown,Slovak,Print,8
Unknown,Solomon Islands,Aerophone-Blow Hole-panpipe,8
Unknown,South African,Print,8
Unknown,Sumatra,Arms and Armor,8
Unknown,Thailand,Ceramic,8
Unknown,Thailand,Sculpture,8
Unknown,Turkey,Glass,8
Unknown,Turkmenistan,Textiles-Rugs,8
Unknown,[],Metalwork,8
Unknown,Alemannic,Jewelry,7
Unknown,Arctic,Basketry,7
Unknown,Australian,Sculpture,7
Unknown,Borneo,Chordophone,7
Unknown,Byzantine Egypt,Woodwork,7
Unknown,California,Implements,7
Unknown,Central Africa,Vessels,7
Unknown,Central Asia,Textile,7
Unknown,Central India,Sculpture,7
Unknown,Central Tibet,Painting,7
Unknown,Chile,Wood-Sculpture,7
Unknown,Croatian,Drawing,7
Unknown,Cuban,Painting,7
Unknown,Czech,Volume,7
Unknown,Danish,Drawing,7
Unknown,Danish,Sculpture,7
Unknown,Ecuador,Textiles-Featherwork,7
Unknown,Europe,Arms and Armor,7
Unknown,Finland,Print,7
Unknown,Guatemala,Textiles-Woven,7
Unknown,Hungarian,Volume,7
Unknown,Hungary,Metalwork,7
Unknown,Indo-Chinese,Jewelry,7
Unknown,Indonesia,Aerophone-Blow Hole-end-blown flute (vertical),7
Unknown,Indonesia,Stone-Sculpture,7
Unknown,Indonesia,Textiles-Costumes-Accessories,7
Unknown,Irish,Drawing,7
Unknown,Israeli (?),Portfolio,7
Unknown,Java,Sculpture,7
Unknown,Mali,Textiles,7
Unknown,Mali,Wood-Containers,7
Unknown,Mosan,Enamel,7
Unknown,New Caledonia,Wood-Implements,7
Unknown,North Africa,Manuscript,7
Unknown,Northeastern France,Manuscript,7
Unknown,Northwestern Iran,Textiles-Rugs,7
Unknown,Norway,Chordophone-Lute-bowed-unfretted,7
Unknown,Papua New Guinea,Barkcloth|Paintings|Textiles-Painted,7
Unknown,Papua New Guinea,Ceramics-Containers,7
Unknown,Papua New Guinea,Gourd-Implements,7
Unknown,Papua New Guinea,Wood-Architectural,7
Unknown,Rhenish (Cologne),Ceramic,7
Unknown,Russia,Painting,7
Unknown,Russian,Glass,7
Unknown,Scottish,Volume,7
Unknown,South Africa,Wood-Sculpture,7
Unknown,South Korea,Print,7
Unknown,Suriname,Wood-Implements,7
Unknown,Swedish,Portfolio,7
Unknown,Tibet,Jewelry,7
Unknown,Tibet,Painting,7
Unknown,Turkey,Carpet,7
Unknown,Turkey,Chordophone-Lute-plucked-fretted,7
Unknown,Unassigned,Lace,7
Unknown,Uzbekistan,Embroidery,7
Unknown,Venezuelan,Portfolio,7
Unknown,Yemen,Textiles-Embroidered,7
Unknown,[],Drawing,7
Unknown,Afghanistan,Coins,6
Unknown,Afghanistan,Silver,6
Unknown,Algeria,Stone,6
Unknown,Argentina,Print,6
Unknown,Austria,Aerophone-Reed Vibrated-double reed,6
Unknown,Austria,Glass,6
Unknown,Balkans(?),Jewelry,6
Unknown,Belgium,Idiophone-Struck-bell-clapper,6
Unknown,Byzantine,Coins,6
Unknown,Byzantine Egypt,Glass-Beads,6
Unknown,Byzantine Egypt,Ivories-Bone,6
Unknown,Byzantine Egypt,Sculpture-Plaster,6
Unknown,Costa Rica,Ceramics-Containers,6
Unknown,Czechoslovakia,Glass,6
Unknown,Denmark,Ceramic,6
Unknown,Dominican Republic,Ceramics-Containers,6
Unknown,Ecuador,Metal-Implements,6
Unknown,Ecuador,Stone-Sculpture,6
Unknown,Etruscan,Metalwork,6
Unknown,European,Drawing,6
Unknown,French (?),Print,6
Unknown,French Polynesia,Wood-Implements,6
Unknown,Gabon,Chordophone-Harp,6
Unknown,Gabon,Metal-Sculpture,6
Unknown,Greece,Ivory,6
Unknown,Guatemala,Ceramic,6
Unknown,Indonesia,Basketry-Implements,6
Unknown,Indonesia,Ceramics-Containers,6
Unknown,Indonesia,Idiophone-Struck-bell-clapper,6
Unknown,Indonesia,Sculpture,6
Unknown,Indonesia,Wood-Ornaments,6
Unknown,Iraq,Jewelry,6
Unknown,Iraq,Textile,6
Unknown,Isthmian Region (Colombia),Metalwork,6
Unknown,Liberia,Textiles-Woven,6
Unknown,Mali,Ceramics-Sculpture,6
Unknown,Mali,Textiles-Costumes,6
Unknown,Mexico (?),Stone-Implements,6
Unknown,Morocco,Chordophone-Lute-plucked-unfretted,6
Unknown,Morocco,Main dress,6
Unknown,Morocco,Outerwear-Menswear,6
Unknown,Native North America,Basketry,6
Unknown,Native North America,Leather,6
Unknown,Nepal,Arms and Armor,6
Unknown,New Caledonia,Wood-Architectural,6
Unknown,North China,Sculpture,6
Unknown,Northeast China,Ceramic,6
Unknown,Northwestern India,Jewelry,6
Unknown,Palestine,Main dress,6
Unknown,Papua New Guinea,Bark-Ornaments,6
Unknown,Papua New Guinea,Ceramics-Sculpture,6
Unknown,Papua New Guinea,Wood-Ornaments,6
Unknown,Philippines,Textiles-Woven,6
Unknown,Philippines,Wood-Implements,6
Unknown,Phoenicia,Ivory,6
Unknown,Russian,Sculpture,6
Unknown,Scottish,Portfolio,6
Unknown,Senegal,Paper-Photographs,6
Unknown,Sierra Leone,Stone-Sculpture,6
Unknown,Southwest,Basketry,6
Unknown,Tanzania,Wood-Sculpture,6
Unknown,Togo,Paper-Photographs,6
Unknown,Tonga,Wood-Implements,6
Unknown,Turkey,Accessory-Foot and Leg wear-Womenswear,6
Unknown,Turkey,Idiophone-Concussion,6
Unknown,Turkey,Photograph,6
Unknown,Unassigned,Textile,6
Unknown,[],Furniture and woodwork,6
Unknown,Algeria,Chordophone-Lute-plucked-unfretted,5
Unknown,Algeria,Main dress-Menswear,5
Unknown,Andes,Textile,5
Unknown,Austria,Aerophone-Lip Vibrated,5
Unknown,Austria,Metalwork,5
Unknown,Belgium,Aerophone-Lip Vibrated-horn,5
Unknown,Bohemia,Manuscript,5
Unknown,Burkina Faso,Wood-Musical Instruments,5
Unknown,Burma (?),Jewelry,5
Unknown,Byzantine Egypt,Lapidary Work,5
Unknown,Byzantine Egypt,Metalwork-Silver,5
Unknown,Byzantium,Ivory,5
Unknown,Cameroon,Metal-Implements,5
Unknown,Cameroon,Wood-Furniture,5
Unknown,Central Mexico,Ceramic,5
Unknown,Ceylon,Photograph,5
Unknown,Colombia,Photograph,5
Unknown,Costa Rica,Beads-Ornaments,5
Unknown,Costa Rica,Metalwork,5
Unknown,Costa Rica,Stone-Sculpture,5
Unknown,Cuban,Print,5
Unknown,Czech Republic,Idiophone-Struck-bell,5
Unknown,Dominican Republic,Stone-Sculpture,5
Unknown,England (?),Arms and Armor,5
Unknown,Ethiopia,Wood-Furniture,5
Unknown,Finland,Glass,5
Unknown,Finnish,Print,5
Unknown,France?,Aerophone-Lip Vibrated-trumpet / trombone,5
Unknown,France?,Chordophone-Accessories-bow,5
Unknown,Gabon,Membranophone-single-headed / cylindrical drum,5
Unknown,Germany (?),Arms and Armor,5
Unknown,Germany (?),Miscellaneous,5
Unknown,Great Basin,Basketry,5
Unknown,Greece,Print,5
Unknown,Guyana,Membranophone-double-headed / cylindrical drum,5
Unknown,Hispano-Flemish,Painting,5
Unknown,Hungary,Reproductions-Metalwork,5
Unknown,India (?),Jewelry,5
Unknown,Indonesia,Wood-Furniture,5
Unknown,Indonesian,Print,5
Unknown,Iran (Persia),Chordophone-Lute-plucked-fretted,5
Unknown,Iraq,Main dress-Menswear,5
Unknown,Ireland,Lace,5
Unknown,Israel,Ivory,5
Unknown,Italy?,Idiophone-Struck-bell-clapper,5
Unknown,Ivory Coast,Idiophone-Accessories,5
Unknown,Madagascar,Wood-Sculpture,5
Unknown,Morocco,Main dress-Menswear,5
Unknown,New Caledonia,Wood-Sculpture,5
Unknown,New Zealand,Wood-Containers,5
Unknown,Northeastern India,Sculpture,5
Unknown,Ostrogothic,Jewelry,5
Unknown,Papua New Guinea,Barkcloth|Textiles,5
Unknown,Papua New Guinea,Bone/Ivory-Sculpture,5
Unknown,Papua New Guinea,Photographs,5
Unknown,Philippines,Wood-Sculpture,5
Unknown,Portugal,Chordophone-Lute-plucked-fretted,5
Unknown,Roman,Sculpture,5
Unknown,Romanian,Sculpture,5
Unknown,Russia,Drawing,5
Unknown,Samoa,Barkcloth|Textiles,5
Unknown,Sierra Leone,Textiles,5
Unknown,Sino-Tibetan,Metalwork,5
Unknown,South Africa,Photograph,5
Unknown,South India,Ivory,5
Unknown,South Netherlands,Sculpture,5
Unknown,Southwestern India,Metalwork,5
Unknown,Sweden,Drawing,5
Unknown,Swedish,Painting,5
Unknown,Switzerland,Arms and Armor,5
Unknown,Switzerland,Enamel,5
Unknown,Switzerland,Glass,5
Unknown,Switzerland,Idiophone-Struck-bell-clapper,5
Unknown,Thailand,Chordophone-Lute-bowed-unfretted,5
Unknown,Tibet,Chordophone-Lute-plucked-unfretted,5
Unknown,Tibet(?),Jewelry,5
Unknown,Togo,Photographs,5
Unknown,Turkey,Aerophone-Blow Hole-end-blown flute (vertical),5
Unknown,Turkey,Ceramic,5
Unknown,Turkey,Coins,5
Unknown,Turkey,Main dress-Menswear,5
Unknown,Turkey (Iznik),Ceramic,5
Unknown,Ukraine,Metalwork-Silver,5
Unknown,Vietnam (Annam),Ceramic,5
Unknown,[],Ceramic,5
Unknown,Africa,Mixed Media,4
Unknown,Africa,Wood,4
Unknown,Andes,Ceramic,4
Unknown,Angola,Wood-Furniture,4
Unknown,Arabia,Membranophone-single-headed / kettle drum,4
Unknown,Argentina,Metalwork,4
Unknown,Argentina,Stone Sculpture,4
Unknown,Armenia,Textiles-Embroidered,4
Unknown,Australian,Photograph,4
Unknown,Austria,Aerophone-Blow Hole-vessel flute,4
Unknown,Austrian,Painting,4
Unknown,Belgium,Decorative Art,4
Unknown,Borneo,Aerophone-Free Reed-mouth organ,4
Unknown,Borneo,Textiles,4
Unknown,Brazil,Aerophone-Blow Hole-end-blown flute (vertical),4
Unknown,Brazil,Sculpture,4
Unknown,Byzantine Egypt,Metalwork-Bronze,4
Unknown,Byzantine Egypt,Reproductions-Paintings,4
Unknown,Byzantine Egypt,Sculpture-Wood,4
Unknown,Byzantine Empire (Egypt),Textile,4
Unknown,Byzantium,Mosaic,4
Unknown,Byzantium,Painting,4
Unknown,Byzantium,Textile,4
Unknown,Cambodia,Ceramic,4
Unknown,Cambodia,Textile,4
Unknown,Cameroon,Wood-Architectural,4
Unknown,Cameroon,Wood-Containers,4
Unknown,Cameroon,Wood-Musical Instruments,4
Unknown,Canada: N.A.,Idiophone-Shaken-rattle,4
Unknown,Central Africa,Arms and Armor,4
Unknown,Central Andes (Peru),Metalwork,4
Unknown,Chile,Textiles-Costumes,4
Unknown,China ?,Textile,4
Unknown,Classical,Jewelry,4
Unknown,Colombia,Metal-Containers,4
Unknown,Costa Rica,Sculpture,4
Unknown,Cuba,Idiophone-Scraped,4
Unknown,Cuba,Painting,4
Unknown,Czech Republic,Chordophone-Lute-bowed-unfretted,4
Unknown,East India,Sculpture,4
Unknown,Ecuador,Stone-Implements,4
Unknown,Egypt ?,Textile,4
Unknown,England (?),Textile,4
Unknown,England(?),Drawing,4
Unknown,Ethiopia,Hide-Documents,4
Unknown,Europe,Miscellaneous,4
Unknown,Flanders,Embroidery,4
Unknown,France(?),Photograph,4
Unknown,France?,Aerophone-Accessories,4
Unknown,France?,Aerophone-Lip Vibrated,4
Unknown,Great Britain,Print,4
Unknown,Guatemala,Stone-Ornaments,4
Unknown,Guatemala,Textiles,4
Unknown,Guyana,Aerophone-Blow Hole-end-blown flute (vertical),4
Unknown,Indonesia,Bark-Containers,4
Unknown,Indonesia,Barkcloth|Textiles,4
Unknown,Indonesia,Basketry-Ornaments,4
Unknown,Indonesia,Idiophone-Struck-bar-metal,4
Unknown,Indonesia,Idiophone-Struck-slit drum,4
Unknown,Indonesia,Metal-Containers,4
Unknown,Indonesia,Shell-Implements,4
Unknown,Iraq,Reproductions,4
Unknown,Irish,Volume,4
Unknown,Italy (?),Arms and Armor,4
Unknown,Italy?,Metalwork-Lead,4
Unknown,Madagascar,Aerophone-Blow Hole-end-blown flute (vertical),4
Unknown,Madeira,Embroidery,4
Unknown,Malian,Photograph,4
Unknown,Mesopotamia,Sculpture,4
Unknown,Mexico (?),Glass-Implements,4
Unknown,Mexico?,Aerophone-Whistle Flute-whistle,4
Unknown,Mosan,Metalwork,4
Unknown,Native North America,Sculpture,4
Unknown,Native North America,Wood,4
Unknown,Nepal,Aerophone-Lip Vibrated-trumpet / trombone,4
Unknown,New Zealand,Wood-Sculpture,4
Unknown,Niger,Textiles-Costumes,4
Unknown,Niger,Textiles-Woven,4
Unknown,Northeast Woodlands,Garment,4
Unknown,Northwest China,Ceramic,4
Unknown,Northwestern India,Metalwork,4
Unknown,Northwestern India,Sculpture,4
Unknown,Palestine,Glass,4
Unknown,Panama,Textiles-Costumes,4
Unknown,Papua New Guinea,Basketry-Containers,4
Unknown,Philippines,Garment,4
Unknown,Philippines,Textiles-Beadwork,4
Unknown,Portuguese,Painting,4
Unknown,Portuguese,Photograph,4
Unknown,Russia,Aerophone-Whistle Flute-recorder,4
Unknown,Russia,Chordophone-Zither-plucked,4
Unknown,South Africa,Chordophone-Musical Bow,4
Unknown,South Italy,Sculpture,4
Unknown,South Netherlands,Textiles-Tapestries,4
Unknown,Southwest France,Sculpture,4
Unknown,Sumerian,Sculpture,4
Unknown,Sweden,Metalwork-Copper,4
Unknown,Sweden,Painting,4
Unknown,Swedish,Drawing,4
Unknown,Swedish,Sculpture,4
Unknown,Swedish,Time-Based Media Art,4
Unknown,Switzerland,Aerophone-Reed Vibrated-single reed conical,4
Unknown,Syria (Raqqa),Ceramic,4
Unknown,Syro-Palestinian,Glass,4
Unknown,Thailand,Aerophone-Free Reed-mouth organ,4
Unknown,Thailand,Membranophone-double-headed / cylindrical drum,4
Unknown,The Netherlands,Codices,4
Unknown,Tunisia,Ceramics-Tiles,4
Unknown,Tunisia,Textiles,4
Unknown,Turkey,Accessory-Foot and Leg wear,4
Unknown,Turkey,Aerophone-Whistle Flute-flageolet,4
Unknown,Turkey,Chordophone-Lute-bowed-unfretted,4
Unknown,Turkey,Main dress,4
Unknown,Turkey,Membranophone-single-headed / kettle drum,4
Unknown,Uzbekistan,Garment,4
Unknown,Uzbekistan,Jewelry,4
Unknown,Uzbekistan,Textile,4
Unknown,Yugoslavia,Knitting,4
Unknown,Zimbabwe,Wood-Furniture,4
Unknown,Afghanistan,Aerophone-Blow Hole-end-blown flute (vertical),3
Unknown,Afghanistan,Chordophone-Lute-plucked-unfretted,3
Unknown,Afghanistan,Idiophone-Plucked / Depressed,3
Unknown,Afghanistan,Sculpture,3
Unknown,Africa,Drawing,3
Unknown,Africa,Sampler,3
Unknown,Africa,Tool,3
Unknown,Albanian,Drawing,3
Unknown,Algeria,Main dress-Womenswear,3
Unknown,Algeria,Membranophone-single-headed / frame drum,3
Unknown,Anatolia,Coins,3
Unknown,Anatolia,Metalwork,3
Unknown,Angola,Idiophone-Plucked / Depressed,3
Unknown,Angola,Metal-Sculpture,3
Unknown,Angola,Wood-Implements,3
Unknown,Arabia,Chordophone-Lute-plucked-fretted,3
Unknown,Argentina,Stone-Vessels,3
Unknown,Armenia,Metal,3
Unknown,Australia,Aerophone-Blow Hole-panpipe,3
Unknown,Australian,Painting,3
Unknown,Austria,Aerophone-Lip Vibrated-trumpet / trombone,3
Unknown,Austria?,Aerophone-Lip Vibrated-trumpet / trombone,3
Unknown,Belgium,Aerophone-Lip Vibrated,3
Unknown,Belgium,Aerophone-Lip Vibrated-trumpet / trombone,3
Unknown,Belgium,Aerophone-Reed Vibrated-single reed cylindrical,3
Unknown,Belgium,Portfolio,3
Unknown,Black Sea,Metalwork-Silver,3
Unknown,Bohemia (?),Glass,3
Unknown,Borneo,Idiophone-Plucked / Depressed,3
Unknown,Brazil,Aerophone-Lip Vibrated-trumpet / trombone,3
Unknown,Brazil,Feathers-Costumes,3
Unknown,British India,Drawing,3
Unknown,Burkina Faso,Ceramics-Containers,3
Unknown,Byzantine Egypt,Leatherwork,3
Unknown,Byzantine Egypt,Miscellaneous-Bone,3
Unknown,Byzantine Egypt,Textiles,3
Unknown,Byzantium,Ceramic,3
Unknown,Byzantium,Manuscript,3
Unknown,Byzantium,Sculpture,3
Unknown,Byzantium,Wood,3
Unknown,Cambodia,Metalwork,3
Unknown,Cambodia,Mixed Media,3
Unknown,Cameroon,Beads-Containers,3
Unknown,Cameroon,Beads-Sculpture,3
Unknown,Cameroon,Metal-Ornaments,3
Unknown,Central Africa,Musical Instrument,3
Unknown,Central Asia,Jewelry,3
Unknown,Central Italy,Sculpture,3
Unknown,Central Italy,Sculpture-Architectural,3
Unknown,Central Tibet,Sculpture,3
Unknown,Ceylon,Ivory,3
Unknown,Colombia,Beads-Ornaments,3
Unknown,Colombia,Ceramics-Sculpture,3
Unknown,Colombia,Textile,3
Unknown,Colombia (?),Metal-Ornaments,3
Unknown,Colombian,Print,3
Unknown,Congo,Idiophone-Shaken-rattle,3
Unknown,Cook Islands,Stone-Implements,3
Unknown,Costa Rica,Aerophone and Idiophone-flue blown / vessel rattle,3
Unknown,Costa Rica,Jewelry,3
Unknown,Cuba,Photograph,3
Unknown,Cuba,Print,3
Unknown,Cuban,Drawing,3
Unknown,Cyprus,Jewelry,3
Unknown,Czechoslovakia,Drawing,3
Unknown,Dagestan,Carpet,3
Unknown,Dagestan,Embroidery,3
Unknown,Dalmatia,Embroidery,3
Unknown,Danish,Painting,3
Unknown,Danish,Volume,3
Unknown,Denmark,Drawing,3
Unknown,Denmark,Painting,3
Unknown,East India,Arms and Armor,3
Unknown,Ecuador,Shell-Ornaments,3
Unknown,Egypt ?,Drawing,3
Unknown,Egypt?,Calligraphy,3
Unknown,Egypt?,Drawing,3
Unknown,Ethiopia,Idiophone-Shaken-rattle,3
Unknown,Ethiopia,Wood-Paintings,3
Unknown,Ethiopia,Wood-Sculpture,3
Unknown,Etruscan,Ceramic,3
Unknown,Europe,Photograph,3
Unknown,Fiji,Wood-Containers,3
Unknown,Finland,Ceramic,3
Unknown,Finnish,Photograph,3
Unknown,Flanders,Tapestry,3
Unknown,Flanders,Textile,3
Unknown,France(?),Sculpture,3
Unknown,France?,Aerophone-Reed Vibrated-double reed,3
Unknown,France?,Chordophone-Lute-bowed-unfretted,3
Unknown,Franco-Flemish,Arms and Armor,3
Unknown,French (?),Painting,3
Unknown,Gabon,Idiophone-Plucked / Depressed,3
Unknown,Gaul,Enamels-Champlevé,3
Unknown,Gaul,Metalwork-Gold,3
Unknown,Gaul,Metalwork-Silver,3
Unknown,Gemany,Ceramics-Pottery,3
Unknown,Germany (?),Tool,3
Unknown,Germany ?,Miscellaneous,3
Unknown,Germany?,Aerophone-Accessories,3
Unknown,Ghanaian,Photograph,3
Unknown,Greece,Chordophone-Lute-bowed-unfretted,3
Unknown,Greece,Photograph,3
Unknown,Greece,Stone,3
Unknown,Greece,Textiles-Embroidered,3
Unknown,Greece (?),Coins,3
Unknown,Greek/South Italian,Sculpture,3
Unknown,Greenland,Wood-Sculpture,3
Unknown,Guatemala,Drawing,3
Unknown,Guatemala,Sculpture,3
Unknown,Guinea Bissau,Wood-Sculpture,3
Unknown,Hephtalite,Coins,3
Unknown,Honduras,Sculpture,3
Unknown,Hungary,Ceramic,3
Unknown,Hungary,Painting,3
Unknown,India?,Aerophone-Whistle Flute-flageolet,3
Unknown,Indonesia,Beads-Containers,3
Unknown,Indonesia,Bone/Ivory-Implements|Ivories-Horn,3
Unknown,Indonesia,Chordophone-Lute-plucked-unfretted,3
Unknown,Indonesia,Chordophone-Zither-plucked-tube,3
Unknown,Indonesia,Garment,3
Unknown,Indonesia,Idiophone-Shaken,3
Unknown,Indonesia,Idiophone-Struck-gong,3
Unknown,Indonesia,Main dress,3
Unknown,Indonesia,Membranophone-single-headed / cylindrical drum,3
Unknown,Indonesia,Photographs,3
Unknown,Indonesian,Painting,3
Unknown,Iran (Persia),Chordophone-Lute-bowed-unfretted,3
Unknown,Iraq,Ceramic,3
Unknown,Iraq,Ivories and Bone,3
Unknown,Iraq,Metal,3
Unknown,Ireland,Drawing,3
Unknown,Ireland,Painting,3
Unknown,Italy (?),Metalwork,3
Unknown,Italy ?,Lace,3
Unknown,Italy?,Chordophone-Lute-bowed-unfretted,3
Unknown,Itlay,Arms and Armor,3
Unknown,Ivory Coast,Chordophone-Harp,3
Unknown,Java,Glass,3
Unknown,Liberia,Metal-Implements,3
Unknown,Madagascar,Textiles-Woven,3
Unknown,Malaysia,Metalwork,3
Unknown,Mali,Beads-Ornaments,3
Unknown,Mali,Wood-Musical Instruments,3
Unknown,Marquesas Islands,Wood-Implements,3
Unknown,Maya,Jade,3
Unknown,Morocco,Ceramics-Tiles,3
Unknown,Morocco,Membranophone-single-headed / goblet drum,3
Unknown,Morocco,Wood,3
Unknown,Mughal India,Calligraphy,3
Unknown,Nepal,Membranophone-single-headed / kettle drum,3
Unknown,New Zealand,Photographs,3
Unknown,New Zealand,Wood-Implements,3
Unknown,Niger,Metal-Ornaments,3
Unknown,North Germany,Manuscript,3
Unknown,North Netherlands,Manuscript,3
Unknown,Northeast India,Arms and Armor,3
Unknown,Northeast Woodlands,Textile,3
Unknown,Northeastern Thailand,Sculpture,3
Unknown,Northwest Iran,Ceramic,3
Unknown,Northwestern Iran,Ceramics,3
Unknown,Norway,Aerophone-Lip Vibrated-trumpet / trombone,3
Unknown,Norway,Chordophone-Zither-plucked,3
Unknown,Pacific Islands,Sculpture,3
Unknown,Pakistan,Main dress,3
Unknown,Pakistan,Metalwork,3
