region,country,decade,medium_group,n_objects
Europe,Italy,1660,Paintings,2
Europe,Italy,1660,Prints,35
Europe,Italy,1660,Sculpture,11
Europe,Italy,1660,Textiles,1
Europe,Italy,1670,Drawings,34
Europe,Italy,1670,Other,8
Europe,Italy,1670,Paintings,2
Europe,Italy,1670,Prints,109
Europe,Italy,1670,Sculpture,13
Europe,Italy,1670,Textiles,3
Europe,Italy,1680,Drawings,21
Europe,Italy,1680,Other,16
Europe,Italy,1680,Paintings,4
Europe,Italy,1680,Prints,16
Europe,Italy,1680,Sculpture,7
Europe,Italy,1680,Textiles,16
Europe,Italy,1690,Drawings,26
Europe,Italy,1690,Other,7
Europe,Italy,1690,Paintings,5
Europe,Italy,1690,Prints,72
Europe,Italy,1690,Sculpture,11
Europe,Italy,1690,Textiles,3
Europe,Italy,1700,Decorative arts,5
Europe,Italy,1700,Drawings,58
Europe,Italy,1700,Other,67
Europe,Italy,1700,Paintings,5
Europe,Italy,1700,Prints,278
Europe,Italy,1700,Sculpture,30
Europe,Italy,1700,Textiles,90
Europe,Italy,1710,Drawings,18
Europe,Italy,1710,Other,5
Europe,Italy,1710,Paintings,2
Europe,Italy,1710,Prints,171
Europe,Italy,1710,Sculpture,7
Europe,Italy,1720,Decorative arts,1
Europe,Italy,1720,Drawings,45
Europe,Italy,1720,Other,12
Europe,Italy,1720,Paintings,8
Europe,Italy,1720,Prints,201
Europe,Italy,1720,Sculpture,8
Europe,Italy,1730,Drawings,41
Europe,Italy,1730,Other,4
Europe,Italy,1730,Paintings,10
Europe,Italy,1730,Prints,165
Europe,Italy,1730,Sculpture,5
Europe,Italy,1730,Textiles,1
Europe,Italy,1740,Decorative arts,4
Europe,Italy,1740,Drawings,36
Europe,Italy,1740,Other,13
Europe,Italy,1740,Paintings,18
Europe,Italy,1740,Prints,301
Europe,Italy,1740,Sculpture,12
Europe,Italy,1740,Textiles,2
Europe,Italy,1750,Decorative arts,1
Europe,Italy,1750,Drawings,58
Europe,Italy,1750,Other,17
Europe,Italy,1750,Paintings,16
Europe,Italy,1750,Prints,382
Europe,Italy,1750,Sculpture,1
Europe,Italy,1750,Textiles,1
Europe,Italy,1760,Drawings,37
Europe,Italy,1760,Other,121
Europe,Italy,1760,Paintings,12
Europe,Italy,1760,Prints,200
Europe,Italy,1760,Sculpture,3
Europe,Italy,1760,Textiles,8
Europe,Italy,1770,Decorative arts,1
Europe,Italy,1770,Drawings,34
Europe,Italy,1770,Other,17
Europe,Italy,1770,Paintings,8
Europe,Italy,1770,Prints,256
Europe,Italy,1770,Sculpture,13
Europe,Italy,1770,Textiles,1
Europe,Italy,1780,Drawings,46
Europe,Italy,1780,Other,14
Europe,Italy,1780,Paintings,3
Europe,Italy,1780,Prints,84
Europe,Italy,1780,Sculpture,26
Europe,Italy,1790,Drawings,25
Europe,Italy,1790,Other,12
Europe,Italy,1790,Paintings,1
Europe,Italy,1790,Prints,36
Europe,Italy,1790,Sculpture,3
Europe,Italy,1800,Decorative arts,5
Europe,Italy,1800,Drawings,29
Europe,Italy,1800,Other,44
Europe,Italy,1800,Paintings,3
Europe,Italy,1800,Prints,48
Europe,Italy,1800,Sculpture,15
Europe,Italy,1800,Textiles,50
Europe,Italy,1810,Drawings,6
Europe,Italy,1810,Other,7
Europe,Italy,1810,Prints,14
Europe,Italy,1810,Sculpture,7
Europe,Italy,1820,Drawings,9
Europe,Italy,1820,Other,18
Europe,Italy,1820,Prints,18
Europe,Italy,1820,Sculpture,13
Europe,Italy,1820,Textiles,2
Europe,Italy,1830,Drawings,7
Europe,Italy,1830,Other,4
Europe,Italy,1830,Prints,38
Europe,Italy,1830,Sculpture,5
Europe,Italy,1840,Drawings,2
Europe,Italy,1840,Other,1
Europe,Italy,1840,Prints,5
Europe,Italy,1840,Sculpture,1
Europe,Italy,1850,Decorative arts,2
Europe,Italy,1850,Drawings,2
Europe,Italy,1850,Other,5
Europe,Italy,1850,Photographs,8
Europe,Italy,1850,Prints,10
Europe,Italy,1850,Sculpture,2
Europe,Italy,1850,Textiles,1
Europe,Italy,1860,Decorative arts,2
Europe,Italy,1860,Drawings,4
Europe,Italy,1860,Other,5
Europe,Italy,1860,Photographs,17
Europe,Italy,1860,Prints,12
Europe,Italy,1860,Sculpture,7
Europe,Italy,1870,Decorative arts,1
Europe,Italy,1870,Drawings,12
Europe,Italy,1870,Other,4
Europe,Italy,1870,Paintings,3
Europe,Italy,1870,Photographs,7
Europe,Italy,1870,Prints,51
Europe,Italy,1870,Sculpture,5
Europe,Italy,1870,Textiles,2
Europe,Italy,1880,Drawings,4
Europe,Italy,1880,Other,11
Europe,Italy,1880,Paintings,1
Europe,Italy,1880,Photographs,1
Europe,Italy,1880,Prints,28
Europe,Italy,1880,Sculpture,4
Europe,Italy,1880,Textiles,1
Europe,Italy,1890,Decorative arts,1
Europe,Italy,1890,Drawings,4
Europe,Italy,1890,Other,27
Europe,Italy,1890,Paintings,1
Europe,Italy,1890,Prints,29
Europe,Italy,1890,Sculpture,13
Europe,Italy,1900,Decorative arts,5
Europe,Italy,1900,Drawings,9
Europe,Italy,1900,Other,52
Europe,Italy,1900,Prints,26
Europe,Italy,1900,Sculpture,12
Europe,Italy,1900,Textiles,11
Europe,Italy,1910,Drawings,12
Europe,Italy,1910,Other,14
Europe,Italy,1910,Paintings,14
Europe,Italy,1910,Prints,34
Europe,Italy,1910,Sculpture,3
Europe,Italy,1920,Drawings,5
Europe,Italy,1920,Other,3
Europe,Italy,1920,Paintings,2
Europe,Italy,1920,Photographs,3
Europe,Italy,1920,Prints,24
Europe,Italy,1920,Sculpture,2
Europe,Italy,1930,Decorative arts,2
Europe,Italy,1930,Other,4
Europe,Italy,1930,Photographs,3
Europe,Italy,1930,Prints,23
Europe,Italy,1930,Sculpture,2
Europe,Italy,1930,Textiles,41
Europe,Italy,1940,Drawings,3
Europe,Italy,1940,Other,2
Europe,Italy,1940,Paintings,4
Europe,Italy,1940,Photographs,4
Europe,Italy,1940,Prints,9
Europe,Italy,1940,Sculpture,1
Europe,Italy,1950,Drawings,8
Europe,Italy,1950,Other,1
Europe,Italy,1950,Paintings,5
Europe,Italy,1950,Photographs,4
Europe,Italy,1950,Prints,44
Europe,Italy,1950,Sculpture,3
Europe,Italy,1950,Textiles,1
Europe,Italy,1960,Decorative arts,4
Europe,Italy,1960,Drawings,4
Europe,Italy,1960,Other,19
Europe,Italy,1960,Paintings,3
Europe,Italy,1960,Photographs,23
Europe,Italy,1960,Prints,104
Europe,Italy,1960,Sculpture,12
Europe,Italy,1970,Decorative arts,5
Europe,Italy,1970,Drawings,1
Europe,Italy,1970,Photographs,15
Europe,Italy,1970,Prints,16
Europe,Italy,1980,Decorative arts,9
Europe,Italy,1980,Drawings,2
Europe,Italy,1980,Other,6
Europe,Italy,1980,Paintings,1
Europe,Italy,1980,Photographs,5
Europe,Italy,1980,Prints,121
Europe,Italy,1980,Sculpture,1
Europe,Italy,1980,Textiles,1
Europe,Italy,1990,Decorative arts,1
Europe,Italy,1990,Drawings,8
Europe,Italy,1990,Other,20
Europe,Italy,1990,Paintings,1
Europe,Italy,1990,Photographs,6
Europe,Italy,1990,Prints,23
Europe,Italy,2000,Other,2
Europe,Italy,2000,Photographs,5
Europe,Italy,2000,Prints,1
Europe,Italy,2000,Sculpture,1
Europe,Italy,2010,Photographs,15
Europe,Netherlands,1400,Prints,1
Europe,Netherlands,1400,Sculpture,3
Europe,Netherlands,1430,Sculpture,1
Europe,Netherlands,1440,Sculpture,1
Europe,Netherlands,1450,Paintings,1
Europe,Netherlands,1450,Prints,4
Europe,Netherlands,1450,Sculpture,1
Europe,Netherlands,1460,Other,1
Europe,Netherlands,1460,Paintings,10
Europe,Netherlands,1460,Sculpture,1
Europe,Netherlands,1470,Paintings,2
Europe,Netherlands,1470,Prints,1
Europe,Netherlands,1470,Sculpture,1
Europe,Netherlands,1480,Other,1
Europe,Netherlands,1480,Paintings,1
Europe,Netherlands,1480,Prints,3
Europe,Netherlands,1490,Prints,1
Europe,Netherlands,1500,Decorative arts,2
Europe,Netherlands,1500,Drawings,1
Europe,Netherlands,1500,Other,1
Europe,Netherlands,1500,Paintings,8
Europe,Netherlands,1500,Prints,43
Europe,Netherlands,1500,Sculpture,1
Europe,Netherlands,1500,Textiles,2
Europe,Netherlands,1510,Paintings,1
Europe,Netherlands,1510,Prints,43
Europe,Netherlands,1510,Sculpture,3
Europe,Netherlands,1520,Decorative arts,5
Europe,Netherlands,1520,Other,1
Europe,Netherlands,1520,Paintings,2
Europe,Netherlands,1520,Prints,31
Europe,Netherlands,1520,Sculpture,2
Europe,Netherlands,1520,Textiles,1
Europe,Netherlands,1530,Prints,2
Europe,Netherlands,1540,Prints,7
Europe,Netherlands,1550,Drawings,3
Europe,Netherlands,1550,Prints,13
Europe,Netherlands,1560,Drawings,12
Europe,Netherlands,1560,Prints,47
Europe,Netherlands,1560,Sculpture,1
Europe,Netherlands,1570,Decorative arts,1
Europe,Netherlands,1570,Drawings,3
Europe,Netherlands,1570,Paintings,1
Europe,Netherlands,1570,Prints,50
Europe,Netherlands,1570,Sculpture,1
Europe,Netherlands,1580,Drawings,8
Europe,Netherlands,1580,Paintings,2
Europe,Netherlands,1580,Prints,230
Europe,Netherlands,1590,Drawings,12
Europe,Netherlands,1590,Prints,267
Europe,Netherlands,1590,Sculpture,1
Europe,Netherlands,1600,Decorative arts,9
Europe,Netherlands,1600,Drawings,34
Europe,Netherlands,1600,Other,5
Europe,Netherlands,1600,Paintings,2
Europe,Netherlands,1600,Prints,368
Europe,Netherlands,1610,Decorative arts,1
Europe,Netherlands,1610,Drawings,21
Europe,Netherlands,1610,Other,3
Europe,Netherlands,1610,Paintings,5
Europe,Netherlands,1610,Prints,235
Europe,Netherlands,1620,Decorative arts,1
Europe,Netherlands,1620,Drawings,37
Europe,Netherlands,1620,Other,2
Europe,Netherlands,1620,Paintings,22
Europe,Netherlands,1620,Prints,268
Europe,Netherlands,1630,Drawings,22
Europe,Netherlands,1630,Paintings,22
Europe,Netherlands,1630,Prints,286
Europe,Netherlands,1630,Sculpture,1
Europe,Netherlands,1640,Drawings,38
Europe,Netherlands,1640,Other,3
Europe,Netherlands,1640,Paintings,35
Europe,Netherlands,1640,Prints,600
Europe,Netherlands,1650,Drawings,38
Europe,Netherlands,1650,Other,1
Europe,Netherlands,1650,Paintings,47
Europe,Netherlands,1650,Prints,319
Europe,Netherlands,1660,Drawings,15
Europe,Netherlands,1660,Other,4
Europe,Netherlands,1660,Paintings,50
Europe,Netherlands,1660,Prints,34
Europe,Netherlands,1670,Drawings,6
Europe,Netherlands,1670,Other,3
Europe,Netherlands,1670,Paintings,17
Europe,Netherlands,1670,Prints,34
Europe,Netherlands,1670,Sculpture,2
Europe,Netherlands,1680,Decorative arts,8
Europe,Netherlands,1680,Drawings,3
Europe,Netherlands,1680,Other,1
Europe,Netherlands,1680,Paintings,3
Europe,Netherlands,1680,Prints,31
Europe,Netherlands,1690,Drawings,6
Europe,Netherlands,1690,Other,2
Europe,Netherlands,1690,Paintings,2
Europe,Netherlands,1690,Prints,24
Europe,Netherlands,1700,Decorative arts,23
Europe,Netherlands,1700,Drawings,5
Europe,Netherlands,1700,Other,5
Europe,Netherlands,1700,Paintings,4
Europe,Netherlands,1700,Prints,20
Europe,Netherlands,1710,Decorative arts,2
Europe,Netherlands,1710,Drawings,4
Europe,Netherlands,1710,Other,6
Europe,Netherlands,1710,Paintings,2
Europe,Netherlands,1710,Prints,3
Europe,Netherlands,1720,Decorative arts,11
Europe,Netherlands,1720,Drawings,14
Europe,Netherlands,1720,Other,7
Europe,Netherlands,1720,Paintings,2
Europe,Netherlands,1720,Prints,8
Europe,Netherlands,1730,Decorative arts,5
Europe,Netherlands,1730,Drawings,5
Europe,Netherlands,1730,Other,2
Europe,Netherlands,1730,Prints,2
Europe,Netherlands,1740,Decorative arts,6
Europe,Netherlands,1740,Drawings,4
Europe,Netherlands,1740,Other,2
Europe,Netherlands,1740,Prints,4
Europe,Netherlands,1740,Sculpture,2
Europe,Netherlands,1740,Textiles,1
Europe,Netherlands,1750,Decorative arts,1
Europe,Netherlands,1750,Drawings,3
Europe,Netherlands,1750,Other,2
Europe,Netherlands,1750,Prints,2
Europe,Netherlands,1750,Sculpture,2
Europe,Netherlands,1760,Decorative arts,10
Europe,Netherlands,1760,Drawings,3
Europe,Netherlands,1760,Other,2
Europe,Netherlands,1760,Prints,39
Europe,Netherlands,1760,Sculpture,2
Europe,Netherlands,1770,Decorative arts,6
Europe,Netherlands,1770,Paintings,1
Europe,Netherlands,1770,Prints,39
Europe,Netherlands,1770,Textiles,1
Europe,Netherlands,1780,Drawings,7
Europe,Netherlands,1780,Other,1
Europe,Netherlands,1780,Prints,29
Europe,Netherlands,1780,Sculpture,4
Europe,Netherlands,1790,Decorative arts,1
Europe,Netherlands,1790,Drawings,7
Europe,Netherlands,1790,Prints,4
Europe,Netherlands,1800,Decorative arts,8
Europe,Netherlands,1800,Drawings,6
Europe,Netherlands,1800,Other,4
Europe,Netherlands,1800,Prints,2
Europe,Netherlands,1800,Textiles,1
Europe,Netherlands,1810,Decorative arts,1
Europe,Netherlands,1810,Drawings,2
Europe,Netherlands,1810,Paintings,2
Europe,Netherlands,1810,Prints,2
Europe,Netherlands,1810,Textiles,4
Europe,Netherlands,1820,Drawings,1
Europe,Netherlands,1820,Other,3
Europe,Netherlands,1820,Prints,47
Europe,Netherlands,1830,Drawings,3
Europe,Netherlands,1830,Paintings,5
Europe,Netherlands,1840,Drawings,1
Europe,Netherlands,1840,Paintings,1
Europe,Netherlands,1840,Photographs,1
Europe,Netherlands,1840,Prints,2
Europe,Netherlands,1850,Decorative arts,1
Europe,Netherlands,1850,Drawings,2
Europe,Netherlands,1850,Paintings,1
Europe,Netherlands,1850,Prints,7
Europe,Netherlands,1860,Drawings,8
Europe,Netherlands,1860,Paintings,1
Europe,Netherlands,1860,Prints,18
Europe,Netherlands,1870,Drawings,2
Europe,Netherlands,1870,Paintings,3
Europe,Netherlands,1870,Prints,7
Europe,Netherlands,1870,Textiles,1
Europe,Netherlands,1880,Decorative arts,4
Europe,Netherlands,1880,Drawings,10
Europe,Netherlands,1880,Paintings,10
Europe,Netherlands,1880,Prints,4
Europe,Netherlands,1880,Textiles,1
Europe,Netherlands,1890,Decorative arts,1
Europe,Netherlands,1890,Drawings,7
Europe,Netherlands,1890,Paintings,7
Europe,Netherlands,1890,Prints,19
Europe,Netherlands,1900,Drawings,3
Europe,Netherlands,1900,Other,1
Europe,Netherlands,1900,Paintings,2
Europe,Netherlands,1900,Photographs,2
Europe,Netherlands,1900,Prints,8
Europe,Netherlands,1900,Textiles,2
Europe,Netherlands,1910,Decorative arts,1
Europe,Netherlands,1910,Drawings,1
Europe,Netherlands,1910,Photographs,1
Europe,Netherlands,1910,Prints,43
Europe,Netherlands,1920,Drawings,11
Europe,Netherlands,1920,Paintings,2
Europe,Netherlands,1920,Prints,74
Europe,Netherlands,1930,Drawings,19
Europe,Netherlands,1930,Other,5
Europe,Netherlands,1930,Photographs,13
Europe,Netherlands,1930,Prints,174
Europe,Netherlands,1940,Photographs,3
Europe,Netherlands,1940,Prints,53
Europe,Netherlands,1950,Decorative arts,2
Europe,Netherlands,1950,Drawings,8
Europe,Netherlands,1950,Other,7
Europe,Netherlands,1950,Paintings,1
Europe,Netherlands,1950,Prints,139
Europe,Netherlands,1960,Drawings,2
Europe,Netherlands,1960,Paintings,1
Europe,Netherlands,1960,Prints,41
Europe,Netherlands,1970,Drawings,3
Europe,Netherlands,1970,Other,1
Europe,Netherlands,1970,Photographs,1
Europe,Netherlands,1970,Prints,5
Europe,Netherlands,1970,Textiles,1
Europe,Netherlands,1980,Photographs,2
Europe,Netherlands,1990,Other,1
Europe,Netherlands,1990,Photographs,12
Europe,Netherlands,2000,Other,2
Europe,Netherlands,2000,Paintings,1
Europe,Netherlands,2000,Photographs,6
Europe,Netherlands,2000,Prints,2
Europe,Netherlands,2010,Photographs,1
Europe,Netherlands,2010,Prints,1
Europe,Netherlands,2020,Other,1
Europe,Spain,1400,Decorative arts,4
Europe,Spain,1400,Other,1
Europe,Spain,1400,Paintings,1
Europe,Spain,1400,Prints,18
Europe,Spain,1400,Sculpture,1
Europe,Spain,1400,Textiles,14
Europe,Spain,1410,Sculpture,1
Europe,Spain,1420,Decorative arts,5
Europe,Spain,1420,Paintings,1
Europe,Spain,1420,Sculpture,4
Europe,Spain,1420,Textiles,1
Europe,Spain,1430,Decorative arts,13
Europe,Spain,1430,Drawings,13
Europe,Spain,1430,Paintings,1
Europe,Spain,1430,Textiles,1
Europe,Spain,1440,Decorative arts,1
Europe,Spain,1440,Sculpture,1
Europe,Spain,1450,Decorative arts,13
Europe,Spain,1450,Other,1
Europe,Spain,1450,Paintings,3
Europe,Spain,1450,Textiles,3
Europe,Spain,1460,Decorative arts,19
Europe,Spain,1460,Sculpture,4
Europe,Spain,1470,Decorative arts,14
Europe,Spain,1470,Paintings,1
Europe,Spain,1470,Prints,1
Europe,Spain,1470,Sculpture,1
Europe,Spain,1470,Textiles,2
Europe,Spain,1480,Other,1
Europe,Spain,1480,Paintings,1
Europe,Spain,1480,Sculpture,1
Europe,Spain,1480,Textiles,2
Europe,Spain,1490,Decorative arts,45
Europe,Spain,1490,Other,10
Europe,Spain,1490,Paintings,13
Europe,Spain,1490,Prints,1
Europe,Spain,1490,Sculpture,10
Europe,Spain,1490,Textiles,16
Europe,Spain,1500,Decorative arts,15
Europe,Spain,1500,Other,9
Europe,Spain,1500,Paintings,5
Europe,Spain,1500,Sculpture,9
Europe,Spain,1500,Textiles,27
Europe,Spain,1510,Sculpture,1
Europe,Spain,1520,Decorative arts,11
Europe,Spain,1520,Other,2
Europe,Spain,1530,Decorative arts,1
Europe,Spain,1530,Sculpture,1
Europe,Spain,1550,Decorative arts,4
Europe,Spain,1550,Other,3
Europe,Spain,1550,Textiles,2
Europe,Spain,1570,Sculpture,2
Europe,Spain,1580,Textiles,2
Europe,Spain,1590,Decorative arts,8
Europe,Spain,1590,Other,10
Europe,Spain,1590,Paintings,1
Europe,Spain,1590,Sculpture,1
Europe,Spain,1590,Textiles,8
Europe,Spain,1600,Decorative arts,15
Europe,Spain,1600,Drawings,3
Europe,Spain,1600,Other,6
Europe,Spain,1600,Paintings,1
Europe,Spain,1600,Prints,1
Europe,Spain,1600,Textiles,21
Europe,Spain,1610,Drawings,2
Europe,Spain,1610,Prints,4
Europe,Spain,1620,Drawings,3
Europe,Spain,1620,Paintings,3
Europe,Spain,1620,Prints,17
Europe,Spain,1620,Sculpture,1
Europe,Spain,1630,Drawings,1
Europe,Spain,1630,Other,1
Europe,Spain,1630,Paintings,4
Europe,Spain,1640,Other,2
Europe,Spain,1640,Paintings,2
Europe,Spain,1640,Prints,1
Europe,Spain,1650,Drawings,4
Europe,Spain,1650,Other,1
Europe,Spain,1650,Paintings,2
Europe,Spain,1660,Drawings,4
Europe,Spain,1660,Paintings,2
Europe,Spain,1670,Drawings,2
Europe,Spain,1670,Paintings,3
Europe,Spain,1670,Prints,1
Europe,Spain,1670,Sculpture,1
Europe,Spain,1680,Decorative arts,3
Europe,Spain,1680,Drawings,1
Europe,Spain,1680,Other,1
Europe,Spain,1680,Prints,1
Europe,Spain,1680,Sculpture,1
Europe,Spain,1680,Textiles,2
Europe,Spain,1690,Other,3
Europe,Spain,1690,Prints,1
Europe,Spain,1700,Decorative arts,1
Europe,Spain,1700,Other,36
Europe,Spain,1700,Prints,1
Europe,Spain,1700,Textiles,47
Europe,Spain,1720,Prints,1
Europe,Spain,1730,Other,1
Europe,Spain,1740,Prints,6
Europe,Spain,1740,Textiles,1
Europe,Spain,1750,Textiles,1
Europe,Spain,1760,Other,1
Europe,Spain,1760,Paintings,1
Europe,Spain,1760,Prints,2
Europe,Spain,1770,Decorative arts,1
Europe,Spain,1770,Drawings,2
Europe,Spain,1770,Other,3
Europe,Spain,1770,Paintings,1
Europe,Spain,1770,Prints,18
Europe,Spain,1780,Drawings,1
Europe,Spain,1780,Other,3
Europe,Spain,1780,Paintings,3
Europe,Spain,1780,Prints,2
Europe,Spain,1790,Drawings,5
Europe,Spain,1790,Other,2
Europe,Spain,1790,Paintings,3
Europe,Spain,1790,Prints,187
Europe,Spain,1790,Sculpture,4
Europe,Spain,1790,Textiles,2
Europe,Spain,1800,Other,14
Europe,Spain,1800,Paintings,6
Europe,Spain,1800,Prints,1
Europe,Spain,1800,Sculpture,1
Europe,Spain,1800,Textiles,10
Europe,Spain,1810,Other,2
Europe,Spain,1810,Paintings,3
Europe,Spain,1810,Prints,209
Europe,Spain,1810,Textiles,1
Europe,Spain,1820,Drawings,1
Europe,Spain,1820,Other,4
Europe,Spain,1820,Prints,16
Europe,Spain,1830,Other,1
Europe,Spain,1830,Prints,2
Europe,Spain,1830,Textiles,1
Europe,Spain,1840,Other,1
Europe,Spain,1840,Prints,2
Europe,Spain,1840,Sculpture,1
Europe,Spain,1840,Textiles,1
Europe,Spain,1850,Drawings,3
Europe,Spain,1850,Other,2
Europe,Spain,1850,Prints,11
Europe,Spain,1850,Textiles,2
Europe,Spain,1860,Drawings,3
Europe,Spain,1860,Paintings,1
Europe,Spain,1860,Prints,142
Europe,Spain,1860,Textiles,1
Europe,Spain,1870,Drawings,1
Europe,Spain,1870,Paintings,3
Europe,Spain,1870,Prints,8
Europe,Spain,1880,Drawings,1
Europe,Spain,1880,Prints,8
Europe,Spain,1890,Drawings,1
Europe,Spain,1890,Other,7
Europe,Spain,1890,Paintings,3
Europe,Spain,1890,Prints,3
Europe,Spain,1900,Drawings,15
Europe,Spain,1900,Other,13
Europe,Spain,1900,Paintings,12
Europe,Spain,1900,Photographs,1
Europe,Spain,1900,Prints,21
Europe,Spain,1900,Sculpture,1
Europe,Spain,1900,Textiles,4
Europe,Spain,1910,Decorative arts,1
Europe,Spain,1910,Drawings,5
Europe,Spain,1910,Other,1
Europe,Spain,1910,Paintings,13
Europe,Spain,1910,Photographs,1
Europe,Spain,1910,Prints,7
Europe,Spain,1920,Drawings,7
Europe,Spain,1920,Other,2
Europe,Spain,1920,Paintings,10
Europe,Spain,1920,Photographs,1
Europe,Spain,1920,Prints,19
Europe,Spain,1920,Sculpture,1
Europe,Spain,1930,Drawings,7
Europe,Spain,1930,Other,2
Europe,Spain,1930,Paintings,2
Europe,Spain,1930,Prints,175
Europe,Spain,1940,Decorative arts,3
Europe,Spain,1940,Drawings,6
Europe,Spain,1940,Other,1
Europe,Spain,1940,Paintings,1
Europe,Spain,1940,Prints,71
Europe,Spain,1950,Decorative arts,2
Europe,Spain,1950,Drawings,2
Europe,Spain,1950,Other,2
Europe,Spain,1950,Paintings,3
Europe,Spain,1950,Prints,124
Europe,Spain,1950,Sculpture,1
Europe,Spain,1960,Drawings,7
Europe,Spain,1960,Other,4
Europe,Spain,1960,Paintings,3
Europe,Spain,1960,Prints,91
Europe,Spain,1960,Sculpture,1
Europe,Spain,1970,Paintings,1
Europe,Spain,1970,Photographs,1
Europe,Spain,1970,Prints,5
Europe,Spain,1970,Sculpture,1
Europe,Spain,1970,Textiles,2
Europe,Spain,1980,Drawings,1
Europe,Spain,1980,Photographs,1
Europe,Spain,1980,Prints,13
Europe,Spain,1980,Textiles,1
Europe,Spain,1990,Drawings,5
Europe,Spain,1990,Other,1
Europe,Spain,1990,Prints,19
Europe,Spain,2000,Drawings,1
Europe,Spain,2000,Other,5
Europe,Spain,2000,Prints,1
Europe,Spain,2010,Drawings,2
Europe,United Kingdom,1400,Decorative arts,6
Europe,United Kingdom,1400,Other,1
Europe,United Kingdom,1400,Sculpture,1
Europe,United Kingdom,1410,Other,3
Europe,United Kingdom,1420,Decorative arts,1
Europe,United Kingdom,1420,Other,4
Europe,United Kingdom,1430,Decorative arts,2
Europe,United Kingdom,1430,Sculpture,1
Europe,United Kingdom,1440,Sculpture,2
Europe,United Kingdom,1450,Decorative arts,1
Europe,United Kingdom,1450,Sculpture,1
Europe,United Kingdom,1460,Other,3
Europe,United Kingdom,1460,Sculpture,1
Europe,United Kingdom,1470,Decorative arts,1
Europe,United Kingdom,1470,Other,5
Europe,United Kingdom,1480,Decorative arts,1
Europe,United Kingdom,1480,Other,4
Europe,United Kingdom,1490,Decorative arts,6
Europe,United Kingdom,1490,Other,5
Europe,United Kingdom,1490,Sculpture,4
Europe,United Kingdom,1490,Textiles,1
Europe,United Kingdom,1500,Decorative arts,4
Europe,United Kingdom,1500,Drawings,2
Europe,United Kingdom,1500,Other,4
Europe,United Kingdom,1500,Prints,3
Europe,United Kingdom,1500,Textiles,1
Europe,United Kingdom,1520,Decorative arts,1
Europe,United Kingdom,1520,Other,9
Europe,United Kingdom,1530,Decorative arts,1
Europe,United Kingdom,1540,Other,13
Europe,United Kingdom,1550,Other,15
Europe,United Kingdom,1550,Prints,14
Europe,United Kingdom,1560,Other,3
Europe,United Kingdom,1560,Prints,25
Europe,United Kingdom,1570,Drawings,1
Europe,United Kingdom,1570,Prints,81
Europe,United Kingdom,1580,Drawings,2
Europe,United Kingdom,1580,Other,6
Europe,United Kingdom,1580,Prints,12
Europe,United Kingdom,1580,Textiles,4
Europe,United Kingdom,1590,Decorative arts,1
Europe,United Kingdom,1590,Drawings,3
Europe,United Kingdom,1590,Other,6
Europe,United Kingdom,1590,Prints,60
Europe,United Kingdom,1600,Decorative arts,2
Europe,United Kingdom,1600,Drawings,3
Europe,United Kingdom,1600,Other,8
Europe,United Kingdom,1600,Prints,66
Europe,United Kingdom,1600,Sculpture,4
Europe,United Kingdom,1600,Textiles,7
Europe,United Kingdom,1610,Drawings,2
Europe,United Kingdom,1610,Other,12
Europe,United Kingdom,1610,Paintings,1
Europe,United Kingdom,1610,Prints,61
Europe,United Kingdom,1620,Drawings,1
Europe,United Kingdom,1620,Other,10
Europe,United Kingdom,1620,Prints,22
Europe,United Kingdom,1620,Textiles,3
Europe,United Kingdom,1630,Drawings,2
Europe,United Kingdom,1630,Other,7
Europe,United Kingdom,1630,Prints,51
Europe,United Kingdom,1640,Decorative arts,2
Europe,United Kingdom,1640,Drawings,3
Europe,United Kingdom,1640,Other,7
Europe,United Kingdom,1640,Prints,60
Europe,United Kingdom,1640,Sculpture,2
Europe,United Kingdom,1640,Textiles,1
Europe,United Kingdom,1650,Drawings,4
Europe,United Kingdom,1650,Other,8
Europe,United Kingdom,1650,Paintings,3
Europe,United Kingdom,1650,Prints,83
Europe,United Kingdom,1650,Sculpture,3
Europe,United Kingdom,1650,Textiles,2
Europe,United Kingdom,1660,Other,9
Europe,United Kingdom,1660,Prints,41
Europe,United Kingdom,1660,Sculpture,2
Europe,United Kingdom,1670,Other,9
Europe,United Kingdom,1670,Paintings,1
Europe,United Kingdom,1670,Prints,41
Europe,United Kingdom,1670,Sculpture,15
Europe,United Kingdom,1680,Decorative arts,2
Europe,United Kingdom,1680,Drawings,1
Europe,United Kingdom,1680,Other,12
Europe,United Kingdom,1680,Prints,21
Europe,United Kingdom,1680,Textiles,1
Europe,United Kingdom,1690,Decorative arts,1
Europe,United Kingdom,1690,Drawings,2
Europe,United Kingdom,1690,Other,4
Europe,United Kingdom,1690,Prints,15
Europe,United Kingdom,1700,Decorative arts,9
Europe,United Kingdom,1700,Drawings,5
Europe,United Kingdom,1700,Other,28
Europe,United Kingdom,1700,Paintings,1
Europe,United Kingdom,1700,Prints,15
Europe,United Kingdom,1700,Textiles,10
Europe,United Kingdom,1710,Decorative arts,2
Europe,United Kingdom,1710,Drawings,2
Europe,United Kingdom,1710,Other,24
Europe,United Kingdom,1710,Prints,6
Europe,United Kingdom,1720,Decorative arts,4
Europe,United Kingdom,1720,Drawings,2
Europe,United Kingdom,1720,Other,20
