region,country,decade,medium_group,n_objects
Unknown,Netherlands(?),1700,Prints,2
Unknown,Netherlands?,1900,Other,1
Unknown,Netherlands|Netherlands,1710,Other,1
Unknown,New Caledonia,1900,Other,8
Unknown,New Caledonia,1930,Sculpture,1
Unknown,New Caledonia,2000,Other,10
Unknown,New Caledonia,2000,Sculpture,4
Unknown,New Caledonia,2020,Other,1
Unknown,New Guinea,1890,Other,1
Unknown,New Guinea,1900,Other,10
Unknown,New Guinea,1960,Textiles,2
Unknown,New Guinea,1970,Decorative arts,1
Unknown,New Guinea (Phillipine?),1900,Other,1
Unknown,New Spain (Mexico),1770,Other,1
Unknown,New Zealand,1800,Other,3
Unknown,New Zealand,1820,Other,1
Unknown,New Zealand,1830,Sculpture,1
Unknown,New Zealand,1830,Textiles,1
Unknown,New Zealand,1840,Other,2
Unknown,New Zealand,1850,Other,1
Unknown,New Zealand,1860,Other,1
Unknown,New Zealand,1860,Textiles,1
Unknown,New Zealand,1880,Other,1
Unknown,New Zealand,1890,Other,2
Unknown,New Zealand,1900,Other,4
Unknown,New Zealand,1900,Sculpture,1
Unknown,New Zealand,2000,Other,5
Unknown,New Zealand,2000,Photographs,3
Unknown,New Zealand,2000,Sculpture,2
Unknown,New Zealand,2000,Textiles,1
Unknown,New Zealand?,1900,Other,1
Unknown,New Zealander,2010,Photographs,2
Unknown,Ngombe,1850,Other,1
Unknown,Nicaragua,1500,Decorative arts,2
Unknown,Nicaragua,1890,Other,1
Unknown,Nicaragua,1900,Other,2
Unknown,Nicaraguan,1960,Paintings,1
Unknown,Niger,1950,Textiles,1
Unknown,Niger,1970,Textiles,1
Unknown,Niger,2000,Other,1
Unknown,Niger,2000,Textiles,5
Unknown,Niger,2020,Textiles,1
Unknown,Nigeria (?),1890,Sculpture,1
Unknown,Nigeria (?),1960,Textiles,1
Unknown,Nigeria (?),2000,Other,3
Unknown,Nigeria (?),2000,Sculpture,1
Unknown,Nigeria (made in England),1910,Other,1
Unknown,Nigeria (made in Western Europe),1890,Other,1
Unknown,Nigeria or Benin,1890,Other,1
Unknown,Nigeria or Cameroon,1890,Other,1
Unknown,Nigeria or Cameroon,1930,Sculpture,1
Unknown,Nigeria or Chad,1890,Drawings,1
Unknown,Nigeria or Congo,2000,Other,1
Unknown,Nigeria or Niger,2000,Textiles,1
Unknown,"Nigeria, Ghana or Sierra Leone",2000,Other,1
Unknown,Nigeria?,1900,Other,1
Unknown,Nigeria?,2000,Other,2
Unknown,Nigerian,2010,Drawings,1
Unknown,Norfolk Island,1900,Other,7
Unknown,North Africa,1800,Other,1
Unknown,North Africa,1890,Other,1
Unknown,North America,1850,Decorative arts,1
Unknown,North America,1900,Decorative arts,1
Unknown,North France or South Netherlands,1400,Sculpture,1
Unknown,North France or South Netherlands,1520,Other,1
Unknown,North Germany,1510,Paintings,3
Unknown,North Germany,1560,Other,1
Unknown,North India,1600,Other,1
Unknown,North India,1890,Other,1
Unknown,North India or Deccan,1690,Sculpture,1
Unknown,North Italy,1450,Other,1
Unknown,North Italy,1510,Other,1
Unknown,North Italy,1520,Other,2
Unknown,North Italy,1540,Other,4
Unknown,North Italy,1550,Other,1
Unknown,North Italy,1570,Other,45
Unknown,North Italy,1580,Other,2
Unknown,North Korea,1900,Other,2
Unknown,North Netherland,1520,Decorative arts,1
Unknown,North Netherlands,1430,Paintings,1
Unknown,North Netherlands,1460,Paintings,1
Unknown,North Netherlands,1470,Paintings,1
Unknown,North Netherlands,1510,Decorative arts,2
Unknown,North Netherlands,1520,Decorative arts,7
Unknown,North Netherlands,1530,Decorative arts,1
Unknown,North Netherlands,1600,Decorative arts,1
Unknown,Northeast France or Flanders,1470,Sculpture,1
Unknown,Northeast India,1700,Other,3
Unknown,Northeast Italy,1440,Sculpture,1
Unknown,Northeast Ohio,2000,Drawings,1
Unknown,Northeast Ohio,2000,Prints,1
Unknown,Northeast Woodlands,1850,Textiles,3
Unknown,Northeast Woodlands,1870,Decorative arts,2
Unknown,Northeast Woodlands,1870,Textiles,2
Unknown,Northeastern France,1420,Paintings,3
Unknown,Northeastern France,1460,Paintings,1
Unknown,Northeastern France or the Burgundian Netherlands,1480,Paintings,1
Unknown,Northeastern Iran,1590,Textiles,1
Unknown,Northeastern Iran,1690,Textiles,1
Unknown,Northeastern Woodlands,1820,Textiles,1
Unknown,Northeastern Woodlands,1880,Textiles,1
Unknown,Northern Europe,1570,Sculpture,1
Unknown,Northern France,1420,Paintings,1
Unknown,Northern France,1880,Other,1
Unknown,Northern France,1910,Decorative arts,1
Unknown,Northern France,1910,Other,13
Unknown,Northern France,1910,Sculpture,1
Unknown,Northern France (?),1910,Other,2
Unknown,Northern India,1470,Drawings,1
Unknown,Northern India,1520,Paintings,6
Unknown,Northern India,1580,Paintings,3
Unknown,Northern India,1590,Textiles,3
Unknown,Northern India,1600,Paintings,3
Unknown,Northern India,1620,Other,1
Unknown,Northern India,1640,Paintings,1
Unknown,Northern India,1650,Paintings,1
Unknown,Northern India,1650,Textiles,1
Unknown,Northern India,1660,Paintings,1
Unknown,Northern India,1670,Paintings,2
Unknown,Northern India,1680,Paintings,7
Unknown,Northern India,1690,Drawings,2
Unknown,Northern India,1690,Other,1
Unknown,Northern India,1690,Paintings,9
Unknown,Northern India,1700,Paintings,5
Unknown,Northern India,1700,Textiles,2
Unknown,Northern India,1710,Paintings,4
Unknown,Northern India,1720,Paintings,4
Unknown,Northern India,1730,Paintings,1
Unknown,Northern India,1740,Paintings,3
Unknown,Northern India,1750,Drawings,1
Unknown,Northern India,1750,Paintings,7
Unknown,Northern India,1760,Paintings,5
Unknown,Northern India,1770,Paintings,5
Unknown,Northern India,1780,Paintings,6
Unknown,Northern India,1790,Decorative arts,3
Unknown,Northern India,1790,Other,2
Unknown,Northern India,1790,Paintings,2
Unknown,Northern India,1790,Textiles,1
Unknown,Northern India,1800,Paintings,7
Unknown,Northern India,1810,Paintings,2
Unknown,Northern India,1820,Paintings,4
Unknown,Northern India,1890,Other,18
Unknown,Northern India,1890,Textiles,2
Unknown,Northern India or Deccan,1520,Textiles,1
Unknown,Northern India or Pakistan,1670,Textiles,3
Unknown,Northern Iran,1590,Textiles,1
Unknown,Northern Iran,1790,Textiles,1
Unknown,Northern Iran (Caucasian,1870,Other,1
Unknown,Northern Iraq,1890,Textiles,1
Unknown,Northern Iraq or Western Iran|Afghanistan,1450,Other,1
Unknown,Northern Italy,1410,Paintings,3
Unknown,Northern Italy,1420,Other,3
Unknown,Northern Italy,1440,Drawings,1
Unknown,Northern Italy,1450,Paintings,1
Unknown,Northern Italy,1460,Paintings,1
Unknown,Northern Italy,1490,Paintings,1
Unknown,Northern Italy,1490,Sculpture,4
Unknown,Northern Italy,1500,Drawings,5
Unknown,Northern Italy,1500,Paintings,1
Unknown,Northern Italy,1520,Sculpture,1
Unknown,Northern Italy,1580,Paintings,1
Unknown,Northern Italy,1600,Paintings,1
Unknown,Northern Italy,1860,Sculpture,1
Unknown,Northern Netherlands (Holland),1500,Sculpture,1
Unknown,Northern Spain,1400,Sculpture,2
Unknown,Northern Switzerland,1550,Textiles,1
Unknown,Northern Switzerland (?),1560,Textiles,1
Unknown,Northern Switzerland (?),1600,Textiles,1
Unknown,Northern Tanzania and Kenya,1930,Textiles,1
Unknown,Northern Tanzania and Kenya,1940,Textiles,1
Unknown,Northern or Central India,1570,Drawings,1
Unknown,Northern or Western India,1890,Textiles,1
Unknown,Northwest Coast,1800,Other,3
Unknown,Northwest Coast,1850,Other,3
Unknown,Northwest Coast,1870,Other,17
Unknown,Northwest Coast,1870,Sculpture,1
Unknown,Northwest Coast,1890,Other,1
Unknown,Northwest Coast,1900,Other,10
Unknown,Northwest Coast,1980,Other,1
Unknown,Northwest India,1850,Paintings,1
Unknown,Northwest Iran,1870,Textiles,3
Unknown,Northwest Iran,1880,Textiles,4
Unknown,Northwest Iran,1890,Textiles,5
Unknown,Northwest Iran,1900,Textiles,2
Unknown,Northwest Turkey,1820,Textiles,1
Unknown,Northwestern India,1550,Paintings,1
Unknown,Northwestern India,1590,Paintings,2
Unknown,Northwestern India,1600,Other,1
Unknown,Northwestern India,1600,Paintings,7
Unknown,Northwestern India,1610,Paintings,2
Unknown,Northwestern India,1630,Paintings,1
Unknown,Northwestern India,1640,Paintings,1
Unknown,Northwestern India,1650,Other,1
Unknown,Northwestern India,1650,Paintings,4
Unknown,Northwestern India,1660,Paintings,4
Unknown,Northwestern India,1670,Paintings,7
Unknown,Northwestern India,1680,Paintings,5
Unknown,Northwestern India,1690,Drawings,1
Unknown,Northwestern India,1690,Paintings,4
Unknown,Northwestern India,1700,Other,2
Unknown,Northwestern India,1700,Paintings,8
Unknown,Northwestern India,1710,Paintings,7
Unknown,Northwestern India,1720,Paintings,5
Unknown,Northwestern India,1730,Paintings,4
Unknown,Northwestern India,1740,Paintings,8
Unknown,Northwestern India,1750,Other,1
Unknown,Northwestern India,1750,Paintings,7
Unknown,Northwestern India,1770,Paintings,3
Unknown,Northwestern India,1780,Drawings,1
Unknown,Northwestern India,1780,Other,4
Unknown,Northwestern India,1780,Paintings,1
Unknown,Northwestern India,1800,Other,2
Unknown,Northwestern India,1800,Paintings,4
Unknown,Northwestern India,1810,Paintings,4
Unknown,Northwestern India,1820,Paintings,6
Unknown,Northwestern India,1830,Paintings,1
Unknown,Northwestern India,1870,Paintings,1
Unknown,Northwestern India,1880,Paintings,1
Unknown,Northwestern India,1890,Paintings,1
Unknown,Northwestern India,1920,Textiles,1
Unknown,Northwestern Iran,1520,Textiles,1
Unknown,Northwestern Iran,1590,Textiles,3
Unknown,Northwestern Iran,1620,Decorative arts,1
Unknown,Northwestern Iran,1690,Decorative arts,1
Unknown,Northwestern Iran,1690,Textiles,1
Unknown,Northwestern Iran,1820,Textiles,2
Unknown,Northwestern Iran,1870,Textiles,1
Unknown,Northwestern Iran,1890,Textiles,7
Unknown,Northwestern Iran or Azerbaijan,1850,Textiles,1
Unknown,Northwestern Iran or Azerbaijan,1870,Textiles,3
Unknown,Northwestern Iran or Azerbaijan,1890,Textiles,4
Unknown,Northwestern Iran or Azerbaijan,1920,Textiles,1
Unknown,Northwestern Iran or Caucasus,1790,Textiles,1
Unknown,Northwestern Iran or Caucasus,1890,Textiles,2
Unknown,Northwestern Iran or Kurdistan,1790,Textiles,1
Unknown,Northwestern Iran or Kurdistan,1820,Textiles,1
Unknown,Northwestern Iran or Transcaucasia,1820,Textiles,1
Unknown,"Northwestern Iran, probably",1790,Textiles,1
Unknown,Norway,1750,Other,1
Unknown,Norway,1780,Other,1
Unknown,Norway,1790,Other,1
Unknown,Norway,1800,Other,1
Unknown,Norway,1800,Textiles,1
Unknown,Norway,1810,Textiles,1
Unknown,Norway,1820,Other,1
Unknown,Norway,1820,Prints,1
Unknown,Norway,1830,Other,1
Unknown,Norway,1840,Paintings,1
Unknown,Norway,1880,Other,1
Unknown,Norway,1890,Other,4
Unknown,Norway,1890,Prints,2
Unknown,Norway,1900,Other,6
Unknown,Norway,1900,Prints,5
Unknown,Norway,1920,Other,1
Unknown,Norway,1920,Prints,2
Unknown,Norway,1950,Drawings,2
Unknown,Norway,1960,Prints,1
Unknown,Norway,1980,Decorative arts,1
Unknown,Norway,2010,Photographs,1
Unknown,Norway or Sweden,1890,Other,1
Unknown,Norway?,1850,Other,1
Unknown,Norwegian,1810,Drawings,1
Unknown,Norwegian,1810,Prints,1
Unknown,Norwegian,1820,Paintings,1
Unknown,Norwegian,1840,Paintings,1
Unknown,Norwegian,1880,Drawings,2
Unknown,Norwegian,1890,Drawings,6
Unknown,Norwegian,1890,Prints,114
Unknown,Norwegian,1900,Other,1
Unknown,Norwegian,1900,Prints,110
Unknown,Norwegian,1910,Drawings,2
Unknown,Norwegian,1910,Prints,38
Unknown,Norwegian,1920,Drawings,7
Unknown,Norwegian,1920,Prints,24
Unknown,Norwegian,1930,Prints,5
Unknown,Norwegian,1940,Prints,3
Unknown,Norwegian,1950,Prints,4
Unknown,Norwegian,1960,Prints,1
Unknown,Norwegian,1970,Drawings,1
Unknown,Norwegian,1980,Drawings,1
Unknown,Norwegian,1990,Photographs,12
Unknown,Oceania,1800,Prints,1
Unknown,Oceania,1900,Other,1
Unknown,Oceania,1900,Textiles,9
Unknown,Oman,1900,Other,1
Unknown,Ottoman Turkey,1520,Drawings,1
Unknown,Pacific Islands,1800,Sculpture,3
Unknown,Paduan | Unknown,1550,Sculpture,1
Unknown,Pakistan,1670,Textiles,1
Unknown,Pakistan,1890,Textiles,1
Unknown,Pakistan,1920,Other,1
Unknown,Pakistan,1950,Textiles,3
Unknown,Pakistan,1970,Textiles,1
Unknown,Pakistan,1980,Other,1
Unknown,Pakistan,1980,Paintings,1
Unknown,Pakistan,2000,Prints,1
Unknown,Pakistan,2020,Paintings,1
Unknown,Pakistan (?),1700,Paintings,1
Unknown,Pakistan|India,1890,Other,1
Unknown,Palestine,1800,Textiles,1
Unknown,Palestine,1890,Decorative arts,1
Unknown,Palestine,1890,Textiles,5
Unknown,Palestine,1900,Other,3
Unknown,Palestine,1900,Textiles,2
Unknown,Palestine,1910,Textiles,1
Unknown,Palestine,1920,Decorative arts,2
Unknown,Palestine,1920,Textiles,5
Unknown,Palestine,1930,Textiles,2
Unknown,Palestine,1940,Textiles,7
Unknown,Palestine,1950,Textiles,6
Unknown,Palestine,1970,Textiles,2
Unknown,Palestine,1990,Decorative arts,1
Unknown,Palestine,1990,Textiles,1
Unknown,Palestine or Syria,1940,Textiles,1
Unknown,Panama,1400,Other,9
Unknown,Panama,1500,Other,1
Unknown,Panama,1520,Other,2
Unknown,Panama,1600,Other,35
Unknown,Panama,1620,Other,1
Unknown,Panama,1930,Textiles,1
Unknown,Panama,1950,Textiles,4
Unknown,Panama,1990,Photographs,3
Unknown,Panama,2000,Textiles,1
Unknown,Panamanian,1960,Prints,1
Unknown,Papua New Guinea,1600,Other,1
Unknown,Papua New Guinea,1600,Sculpture,3
Unknown,Papua New Guinea,1870,Other,1
Unknown,Papua New Guinea,1890,Sculpture,4
Unknown,Papua New Guinea,1900,Decorative arts,2
Unknown,Papua New Guinea,1900,Other,27
Unknown,Papua New Guinea,1900,Sculpture,16
Unknown,Papua New Guinea,1910,Other,2
Unknown,Papua New Guinea,1910,Sculpture,1
Unknown,Papua New Guinea,1920,Other,3
Unknown,Papua New Guinea,1920,Photographs,4
Unknown,Papua New Guinea,1920,Sculpture,1
Unknown,Papua New Guinea,1930,Decorative arts,1
Unknown,Papua New Guinea,1930,Other,10
Unknown,Papua New Guinea,1930,Sculpture,19
Unknown,Papua New Guinea,1950,Other,5
Unknown,Papua New Guinea,1950,Photographs,1
Unknown,Papua New Guinea,1950,Sculpture,9
Unknown,Papua New Guinea,1950,Textiles,1
Unknown,Papua New Guinea,1960,Other,1
Unknown,Papua New Guinea,1960,Paintings,9
Unknown,Papua New Guinea,1960,Sculpture,2
Unknown,Papua New Guinea,1960,Textiles,1
Unknown,Papua New Guinea,1970,Drawings,20
Unknown,Papua New Guinea,1970,Other,1
Unknown,Papua New Guinea,1970,Paintings,266
Unknown,Papua New Guinea,1970,Sculpture,6
Unknown,Papua New Guinea,1980,Other,2
Unknown,Papua New Guinea,1980,Paintings,7
Unknown,Papua New Guinea,1990,Other,1
Unknown,Papua New Guinea,1990,Sculpture,1
Unknown,Papua New Guinea,2000,Decorative arts,16
Unknown,Papua New Guinea,2000,Other,177
Unknown,Papua New Guinea,2000,Paintings,71
Unknown,Papua New Guinea,2000,Sculpture,181
Unknown,Papua New Guinea,2000,Textiles,4
Unknown,Papua New Guinea or Indonesia,2000,Textiles,1
Unknown,"Papua New Guinea, Prince Alexander Mountains",2000,Sculpture,1
Unknown,Papua New Guinea?,2000,Other,1
Unknown,Papua New Guinea|Papua New Guinea,1970,Sculpture,1
Unknown,Paraguay,1690,Other,1
Unknown,Paraguay,1890,Other,6
Unknown,Paraguay,1890,Textiles,2
Unknown,Paraguay,1900,Textiles,1
Unknown,Paraguay,1910,Textiles,1
Unknown,Persia or Turkey,1910,Other,1
Unknown,Persian | Russian,1900,Prints,1
Unknown,Peru (?),1470,Other,1
Unknown,Peru (?),1600,Other,6
Unknown,Peru or Bolivia,1590,Other,1
Unknown,Peru or Chile,2000,Textiles,1
Unknown,Peru or Ecuador,1530,Decorative arts,1
Unknown,Peru?,1500,Other,1
Unknown,Peru?,1920,Other,1
Unknown,Peru?,1990,Other,1
Unknown,Peruvian,1800,Prints,1
Unknown,Peruvian,1930,Photographs,1
Unknown,Peruvian,1990,Photographs,1
Unknown,Peru|Ecuador,1790,Decorative arts,2
Unknown,Peru|Ecuador,1790,Other,17
Unknown,Peru|Peru,1470,Decorative arts,1
Unknown,Philippine Islands,1820,Other,1
Unknown,Philippines,1600,Other,22
Unknown,Philippines,1600,Sculpture,1
Unknown,Philippines,1800,Other,12
Unknown,Philippines,1800,Textiles,5
Unknown,Philippines,1840,Textiles,1
Unknown,Philippines,1850,Other,42
Unknown,Philippines,1870,Other,4
Unknown,Philippines,1870,Textiles,1
Unknown,Philippines,1880,Other,1
Unknown,Philippines,1880,Textiles,1
Unknown,Philippines,1890,Other,4
Unknown,Philippines,1890,Sculpture,1
Unknown,Philippines,1900,Other,11
Unknown,Philippines,1900,Textiles,8
Unknown,Philippines,1910,Other,1
Unknown,Philippines,1920,Textiles,1
Unknown,Philippines,1930,Textiles,1
Unknown,Philippines,1940,Textiles,1
Unknown,Philippines,1950,Other,17
Unknown,Philippines,1950,Sculpture,2
Unknown,Philippines,1950,Textiles,9
Unknown,Philippines,1960,Other,1
Unknown,Philippines,1990,Textiles,1
Unknown,Philippines,2000,Decorative arts,1
Unknown,Philippines,2000,Other,5
Unknown,Philippines,2000,Sculpture,2
Unknown,Philippines,2000,Textiles,1
Unknown,Philippines (?),1950,Other,4
Unknown,Philippines (?),2000,Textiles,20
Unknown,Plains,1860,Textiles,1
Unknown,Plains,1870,Other,1
Unknown,Plains or Northeastern Woodlands,1850,Textiles,1
Unknown,Poland,1600,Textiles,1
Unknown,Poland,1630,Other,1
Unknown,Poland,1700,Textiles,1
Unknown,Poland,1790,Decorative arts,1
Unknown,Poland,1790,Textiles,1
Unknown,Poland,1900,Other,1
Unknown,Poland,1920,Photographs,2
Unknown,Poland,1920,Prints,1
Unknown,Poland,1930,Prints,1
Unknown,Poland,1940,Other,3
Unknown,Poland,1940,Photographs,4
Unknown,Poland,1950,Photographs,5
Unknown,Poland,1970,Textiles,1
Unknown,Poland,2010,Other,1
Unknown,Polish,1450,Prints,1
Unknown,Polish,1610,Prints,1
Unknown,Polish,1760,Other,2
Unknown,Polish,1800,Prints,1
Unknown,Polish,1870,Prints,7
Unknown,Polish,1880,Drawings,1
Unknown,Polish,1880,Paintings,1
Unknown,Polish,1880,Photographs,1
Unknown,Polish,1880,Prints,1
Unknown,Polish,1900,Photographs,5
Unknown,Polish,1900,Prints,1
Unknown,Polish,1910,Photographs,8
Unknown,Polish,1910,Prints,1
Unknown,Polish,1920,Photographs,1
Unknown,Polish,1920,Prints,11
Unknown,Polish,1930,Prints,25
Unknown,Polish,1940,Prints,12
Unknown,Polish,1950,Prints,11
Unknown,Polish,1960,Prints,17
Unknown,Polish,1970,Prints,1
Unknown,Polish,1980,Photographs,1
Unknown,Polish,1980,Prints,1
Unknown,Polish,1990,Prints,7
Unknown,Polish,1990,Sculpture,1
Unknown,Polynesia,1700,Sculpture,2
Unknown,Polynesia,1800,Sculpture,9
Unknown,Polynesia,1840,Sculpture,1
Unknown,Polynesia,1900,Sculpture,1
Unknown,Portugal,1420,Sculpture,1
Unknown,Portugal,1600,Textiles,1
Unknown,Portugal,1700,Textiles,2
Unknown,Portugal,1770,Drawings,1
Unknown,Portugal,1780,Other,2
Unknown,Portugal,1800,Prints,1
Unknown,Portugal,1820,Other,2
Unknown,Portugal,1890,Decorative arts,1
Unknown,Portugal,1890,Other,1
Unknown,Portugal,1900,Other,8
Unknown,Portugal,1920,Other,1
Unknown,Portugal,1950,Other,1
Unknown,Portugal,1960,Prints,1
Unknown,Portugal?,1900,Other,1
Unknown,Portuguese,1470,Paintings,4
Unknown,Portuguese,1880,Prints,1
Unknown,Portuguese,1990,Drawings,1
Unknown,Portuguese,1990,Paintings,1
Unknown,Portuguese,2010,Photographs,4
Unknown,Possibly Algeria or Tunisia,1900,Other,1
Unknown,Possibly Bamum style,1900,Textiles,1
Unknown,Possibly Greece,1990,Other,1
Unknown,Possibly Northern Italy,1740,Decorative arts,1
Unknown,Possibly Sarawak,1900,Other,1
Unknown,Possibly Syria,1690,Decorative arts,1
Unknown,Possibly the Republic of Congo or Gabon,1900,Other,1
Unknown,Pre-Columbian style,1900,Other,1
Unknown,Pre-Columbian style,1900,Sculpture,1
Unknown,Pre-Columbian style(?),1900,Sculpture,1
Unknown,Present-day Pakistan,1790,Decorative arts,2
Unknown,Present-day Turkmenistan,1870,Prints,1
Unknown,Present-day Uzbekistan,1590,Drawings,1
Unknown,Prizrend,1890,Textiles,1
Unknown,Probably Babessi or Bamessing,1900,Other,1
Unknown,Probably Democratic Republic of Congo,1890,Other,1
Unknown,Probably Democratic Republic of the Congo,1940,Textiles,1
Unknown,Probably Germany,1790,Other,1
Unknown,Probably Greece or Macedonia,1800,Textiles,1
Unknown,Probably Sierra Leone,1900,Other,1
Unknown,Probably West Central Turkey,1690,Textiles,3
Unknown,Pueblo,1920,Drawings,1
Unknown,Pueblo,1960,Decorative arts,1
Unknown,Puerto Rico,1500,Sculpture,1
Unknown,Puerto Rico,2010,Drawings,1
Unknown,Rembrandt,1650,Prints,1
Unknown,Republic of  Cameroon,1990,Other,3
Unknown,Republic of Benin,1890,Other,1
Unknown,Republic of Benin,1890,Sculpture,3
Unknown,Republic of Benin,1920,Sculpture,1
Unknown,Republic of Benin,1950,Sculpture,1
Unknown,Republic of Benin,1970,Sculpture,1
Unknown,Republic of Benin,2000,Decorative arts,3
Unknown,Republic of Benin,2000,Other,99
Unknown,Republic of Benin,2000,Sculpture,9
Unknown,Republic of Benin,2000,Textiles,1
Unknown,Republic of Benin (?),1950,Sculpture,1
Unknown,Republic of Benin or Togo,2000,Sculpture,2
Unknown,Republic of Cameroon,1890,Other,1
Unknown,Republic of Cameroon,1900,Other,5
Unknown,Republic of Cameroon,1920,Other,2
Unknown,Republic of Cameroon,1990,Other,4
Unknown,Republic of Cameroon,2000,Other,1
Unknown,Republic of Cameroon or Gabon?,1900,Other,1
Unknown,Republic of Cameroon?,1990,Other,1
Unknown,Republic of Congo,1950,Sculpture,1
Unknown,Republic of Congo,2000,Other,5
Unknown,Republic of Congo,2000,Sculpture,9
Unknown,Republic of Congo & Angola,1790,Other,1
Unknown,Republic of Costa Rica,1890,Other,2
Unknown,Republic of Guinea,1900,Other,1
Unknown,Republic of Guinea,1920,Other,1
Unknown,Republic of Guinea-Bissau,1970,Textiles,1
Unknown,Republic of Guinea-Bissau,2000,Sculpture,4
Unknown,Republic of Kiribati,2000,Other,3
Unknown,Republic of Kiribati (?),2000,Textiles,2
Unknown,Republic of Madagascar,1890,Other,1
Unknown,Republic of Palau,1930,Other,1
Unknown,Republic of Palau,1950,Sculpture,3
Unknown,Republic of Panamá,1900,Textiles,5
Unknown,Republic of Panamá,1910,Textiles,2
Unknown,Republic of Panamá,1920,Textiles,4
Unknown,Republic of Panamá,1940,Textiles,28
Unknown,Republic of Panamá,1950,Textiles,2
Unknown,Republic of Panamá,1970,Textiles,1
Unknown,Republic of Panamá,1980,Textiles,7
Unknown,Republic of Timor-Leste,1950,Sculpture,1
Unknown,Republic of Venice,1420,Paintings,1
Unknown,Republic of the Congo,1900,Other,4
Unknown,Republic of the Congo,1920,Sculpture,1
Unknown,Republic of the Congo,1930,Other,1
Unknown,Republic of the Congo,1930,Photographs,1
Unknown,Republic of the Congo,1930,Sculpture,1
Unknown,Republic of the Congo,1990,Other,1
Unknown,"Republic of the Congo or Cabinda, Angola",1890,Sculpture,1
Unknown,Republic of the Marshall Islands,1930,Other,1
Unknown,Republic of the Marshall Islands,1930,Textiles,1
Unknown,Republic of the Marshall Islands,2000,Other,6
Unknown,Republic of the Marshall Islands,2000,Textiles,2
Unknown,Republic of the Philippines,1890,Other,4
Unknown,Republic of the Philippines,1900,Other,10
Unknown,Republic of the Philippines,1910,Other,1
Unknown,Romania,1940,Other,1
Unknown,Romania,1940,Paintings,1
Unknown,Romania?,1900,Other,1
Unknown,Romanian,1910,Drawings,1
Unknown,Romanian,1910,Sculpture,1
Unknown,Romanian,1920,Sculpture,3
Unknown,Romanian,1940,Prints,2
Unknown,Romanian,1950,Prints,1
Unknown,Romanian,1960,Prints,7
Unknown,Romanian,1970,Sculpture,1
Unknown,Romanian,1990,Prints,1
Unknown,Russia,1700,Other,3
Unknown,Russia,1700,Textiles,19
Unknown,Russia,1740,Other,1
Unknown,Russia,1760,Decorative arts,1
Unknown,Russia,1760,Other,1
Unknown,Russia,1770,Decorative arts,1
Unknown,Russia,1770,Textiles,2
Unknown,Russia,1780,Other,3
Unknown,Russia,1780,Textiles,1
Unknown,Russia,1790,Drawings,1
Unknown,Russia,1790,Other,1
Unknown,Russia,1800,Decorative arts,3
Unknown,Russia,1800,Drawings,1
Unknown,Russia,1800,Other,12
Unknown,Russia,1800,Paintings,4
Unknown,Russia,1800,Textiles,6
Unknown,Russia,1810,Decorative arts,4
Unknown,Russia,1820,Decorative arts,1
Unknown,Russia,1820,Other,2
Unknown,Russia,1820,Prints,1
Unknown,Russia,1830,Other,2
Unknown,Russia,1850,Drawings,2
Unknown,Russia,1850,Other,1
Unknown,Russia,1860,Other,1
Unknown,Russia,1870,Textiles,1
Unknown,Russia,1880,Decorative arts,3
Unknown,Russia,1880,Drawings,1
Unknown,Russia,1880,Other,41
Unknown,Russia,1880,Paintings,1
Unknown,Russia,1880,Textiles,2
Unknown,Russia,1890,Decorative arts,13
Unknown,Russia,1890,Drawings,1
Unknown,Russia,1890,Other,44
Unknown,Russia,1890,Photographs,84
Unknown,Russia,1890,Sculpture,1
Unknown,Russia,1890,Textiles,2
Unknown,Russia,1900,Drawings,2
Unknown,Russia,1900,Other,59
Unknown,Russia,1900,Paintings,1
Unknown,Russia,1900,Prints,4
Unknown,Russia,1900,Sculpture,8
Unknown,Russia,1900,Textiles,2
Unknown,Russia,1910,Decorative arts,2
Unknown,Russia,1910,Drawings,2
Unknown,Russia,1910,Other,11
Unknown,Russia,1910,Paintings,1
Unknown,Russia,1910,Prints,13
Unknown,Russia,1910,Textiles,1
Unknown,Russia,1920,Other,1
Unknown,Russia,1920,Photographs,2
Unknown,Russia,1920,Prints,21
Unknown,Russia,1920,Textiles,1
Unknown,Russia,1930,Photographs,10
Unknown,Russia,1930,Prints,13
Unknown,Russia,1940,Photographs,39
Unknown,Russia,1940,Prints,193
Unknown,Russia,1940,Textiles,1
Unknown,Russia,1950,Other,1
Unknown,Russia,1950,Photographs,11
Unknown,Russia,1950,Prints,2
Unknown,Russia,1960,Photographs,3
Unknown,Russia,1960,Prints,3
Unknown,Russia,1970,Decorative arts,1
Unknown,Russia,1970,Photographs,9
Unknown,Russia,1980,Other,3
Unknown,Russia,1980,Photographs,2
Unknown,Russia,1990,Prints,1
Unknown,Russia,2000,Photographs,20
Unknown,Russia (worked in France),1920,Paintings,2
Unknown,Russia ?,1800,Textiles,1
Unknown,Russia Federation,1900,Other,1
Unknown,Russia or France,1800,Textiles,1
Unknown,Russia?,1900,Other,1
Unknown,Russia?,1900,Sculpture,2
Unknown,Russian,1500,Sculpture,1
Unknown,Russian,1700,Sculpture,1
Unknown,Russian,1750,Sculpture,1
Unknown,Russian,1770,Drawings,1
Unknown,Russian,1800,Paintings,1
Unknown,Russian,1820,Drawings,1
Unknown,Russian,1820,Prints,5
